Key,SSS_NEW
S083T13,S1981
S083T13,S1981
S083T14,S1982
S083T14,S1982
S083T14,S1982
S083T14,S1982
S083T14,S1982
S083T14,S1982
S083T14,S1982
S083T14,S1982
S083T14,S1982
S083T14,S1982
S083T14,S1982
S083T14,S1982
S083T15,S1983
S083T15,S1983
S083T15,S1983
S083T15,S1983
S083T15,S1983
S083T15,S1983
S083T15,S1983
S083T15,S1983
S083T15,S1983
S083T15,S1983
S083T15,S1983
S083T15,S1983
S083T16,S1984
S083T16,S1984
S083T16,S1984
S083T16,S1984
S083T16,S1984
S083T16,S1984
S083T16,S1984
S083T16,S1984
S083T16,S1984
S083T16,S1984
S083T16,S1984
S083T16,S1984
S083T17,S1985
S083T17,S1985
S083T17,S1985
S083T17,S1985
S083T17,S1985
S083T17,S1985
S083T17,S1985
S083T17,S1985
S083T17,S1985
S083T17,S1985
S083T17,S1985
S083T17,S1985
S083T18,S1986
S083T18,S1986
S083T18,S1986
S083T18,S1986
S083T18,S1986
S083T18,S1986
S083T18,S1986
S083T18,S1986
S083T18,S1986
S083T18,S1986
S083T18,S1986
S083T18,S1986
S083T19,S1987
S083T19,S1987
S083T19,S1987
S083T19,S1987
S083T19,S1987
S083T19,S1987
S083T19,S1987
S083T19,S1987
S083T19,S1987
S083T19,S1987
S083T19,S1987
S083T19,S1987
S083T20,S1988
S083T20,S1988
S083T20,S1988
S083T20,S1988
S083T20,S1988
S083T20,S1988
S083T20,S1988
S083T20,S1988
S083T20,S1988
S083T20,S1988
S083T20,S1988
S083T20,S1988
S083T21,S1989
S083T21,S1989
S083T21,S1989
S083T21,S1989
S083T21,S1989
S083T21,S1989
S083T21,S1989
S083T21,S1989
S083T21,S1989
S083T21,S1989
S083T21,S1989
S083T21,S1989
S083T22,S1990
S083T22,S1990
S083T22,S1990
S083T22,S1990
S083T22,S1990
S083T22,S1990
S083T22,S1990
S083T22,S1990
S083T22,S1990
S083T22,S1990
S083T22,S1990
S083T22,S1990
S083T23,S1991
S083T23,S1991
S083T23,S1991
S083T23,S1991
S083T23,S1991
S083T23,S1991
S083T23,S1991
S083T23,S1991
S083T23,S1991
S083T23,S1991
S083T23,S1991
S083T23,S1991
S083T24,S1992
S083T24,S1992
S083T24,S1992
S083T24,S1992
S083T24,S1992
S083T24,S1992
S083T24,S1992
S083T24,S1992
S083T24,S1992
S083T24,S1992
S083T24,S1992
S083T24,S1992
S084T01,S1993
S084T01,S1993
S084T01,S1993
S084T01,S1993
S084T01,S1993
S084T01,S1993
S084T01,S1993
S084T01,S1993
S084T01,S1993
S084T01,S1993
S084T01,S1993
S084T01,S1993
S084T02,S1994
S084T02,S1994
S084T02,S1994
S084T02,S1994
S084T02,S1994
S084T02,S1994
S084T02,S1994
S084T02,S1994
S084T02,S1994
S084T02,S1994
S084T02,S1994
S084T02,S1994
S084T03,S1995
S084T03,S1995
S084T03,S1995
S084T03,S1995
S084T03,S1995
S084T03,S1995
S084T03,S1995
S084T03,S1995
S084T03,S1995
S084T03,S1995
S084T03,S1995
S084T03,S1995
S084T04,S1996
S084T04,S1996
S084T04,S1996
S084T04,S1996
S084T04,S1996
S084T04,S1996
S084T04,S1996
S084T04,S1996
S084T04,S1996
S084T04,S1996
S084T04,S1996
S084T04,S1996
S084T05,S1997
S084T05,S1997
S084T05,S1997
S084T05,S1997
S084T05,S1997
S084T05,S1997
S084T05,S1997
S084T05,S1997
S084T05,S1997
S084T05,S1997
S084T05,S1997
S084T05,S1997
S084T06,S1998
S084T06,S1998
S084T06,S1998
S084T06,S1998
S084T06,S1998
S084T06,S1998
S084T06,S1998
S084T06,S1998
S084T06,S1998
S084T06,S1998
S084T06,S1998
S084T06,S1998
S084T07,S1999
S084T07,S1999
S084T07,S1999
S084T07,S1999
S084T07,S1999
S084T07,S1999
S084T07,S1999
S084T07,S1999
S084T07,S1999
S084T07,S1999
S084T07,S1999
S084T07,S1999
S084T08,S2000
S084T08,S2000
S084T08,S2000
S084T08,S2000
S084T08,S2000
S084T08,S2000
S084T08,S2000
S084T08,S2000
S084T08,S2000
S084T08,S2000
S084T08,S2000
S084T08,S2000
S084T09,S2001
S084T09,S2001
S084T09,S2001
S084T09,S2001
S084T09,S2001
S084T09,S2001
S084T09,S2001
S084T09,S2001
S084T09,S2001
S084T09,S2001
S084T09,S2001
S084T09,S2001
S084T10,S2002
S084T10,S2002
S084T10,S2002
S084T10,S2002
S084T10,S2002
S084T10,S2002
S084T10,S2002
S084T10,S2002
S084T10,S2002
S084T10,S2002
S084T10,S2002
S084T10,S2002
S084T11,S2003
S084T11,S2003
S084T11,S2003
S084T11,S2003
S084T11,S2003
S084T11,S2003
S084T11,S2003
S084T11,S2003
S084T11,S2003
S084T11,S2003
S084T11,S2003
S084T11,S2003
S084T12,S2004
S084T12,S2004
S084T12,S2004
S084T12,S2004
S084T12,S2004
S084T12,S2004
S084T12,S2004
S084T12,S2004
S084T12,S2004
S084T12,S2004
S084T12,S2004
S084T12,S2004
S084T13,S2005
S084T13,S2005
S084T13,S2005
S084T13,S2005
S084T13,S2005
S084T13,S2005
S084T13,S2005
S084T13,S2005
S084T13,S2005
S084T13,S2005
S084T13,S2005
S084T13,S2005
S084T14,S2006
S084T14,S2006
S084T14,S2006
S084T14,S2006
S084T14,S2006
S084T14,S2006
S084T14,S2006
S084T14,S2006
S084T14,S2006
S084T14,S2006
S084T14,S2006
S084T14,S2006
S084T15,S2007
S084T15,S2007
S084T15,S2007
S084T15,S2007
S084T15,S2007
S084T15,S2007
S084T15,S2007
S084T15,S2007
S084T15,S2007
S084T15,S2007
S084T15,S2007
S084T15,S2007
S084T16,S2008
S084T16,S2008
S084T16,S2008
S084T16,S2008
S084T16,S2008
S084T16,S2008
S084T16,S2008
S084T16,S2008
S084T16,S2008
S084T16,S2008
S084T16,S2008
S084T16,S2008
S084T17,S2009
S084T17,S2009
S084T17,S2009
S084T17,S2009
S084T17,S2009
S084T17,S2009
S084T17,S2009
S084T17,S2009
S084T17,S2009
S084T17,S2009
S084T17,S2009
S084T17,S2009
S084T18,S2010
S084T18,S2010
S084T18,S2010
S084T18,S2010
S084T18,S2010
S084T18,S2010
S084T18,S2010
S084T18,S2010
S084T18,S2010
S084T18,S2010
S084T18,S2010
S084T18,S2010
S084T19,S2011
S084T19,S2011
S084T19,S2011
S084T19,S2011
S084T19,S2011
S084T19,S2011
S084T19,S2011
S084T19,S2011
S084T19,S2011
S084T19,S2011
S084T19,S2011
S084T19,S2011
S084T20,S2012
S084T20,S2012
S084T20,S2012
S084T20,S2012
S084T20,S2012
S084T20,S2012
S084T20,S2012
S084T20,S2012
S084T20,S2012
S084T20,S2012
S084T20,S2012
S084T20,S2012
S084T21,S2013
S084T21,S2013
S084T21,S2013
S084T21,S2013
S084T21,S2013
S084T21,S2013
S084T21,S2013
S084T21,S2013
S084T21,S2013
S084T21,S2013
S084T21,S2013
S084T21,S2013
S084T22,S2014
S084T22,S2014
S084T22,S2014
S084T22,S2014
S084T22,S2014
S084T22,S2014
S084T22,S2014
S084T22,S2014
S084T22,S2014
S084T22,S2014
S084T22,S2014
S084T22,S2014
S084T23,S2015
S084T23,S2015
S084T23,S2015
S084T23,S2015
S084T23,S2015
S084T23,S2015
S084T23,S2015
S084T23,S2015
S084T23,S2015
S084T23,S2015
S084T23,S2015
S084T23,S2015
S084T24,S2016
S084T24,S2016
S084T24,S2016
S084T24,S2016
S084T24,S2016
S084T24,S2016
S084T24,S2016
S084T24,S2016
S084T24,S2016
S084T24,S2016
S084T24,S2016
S084T24,S2016
S085T01,S2017
S085T01,S2017
S085T01,S2017
S085T01,S2017
S085T01,S2017
S085T01,S2017
S085T01,S2017
S085T01,S2017
S085T01,S2017
S085T01,S2017
S085T01,S2017
S085T01,S2017
S085T02,S2018
S085T02,S2018
S085T02,S2018
S085T02,S2018
S085T02,S2018
S085T02,S2018
S085T02,S2018
S085T02,S2018
S085T02,S2018
S085T02,S2018
S085T02,S2018
S085T02,S2018
S085T03,S2019
S085T03,S2019
S085T03,S2019
S085T03,S2019
S085T03,S2019
S085T03,S2019
S085T03,S2019
S085T03,S2019
S085T03,S2019
S085T03,S2019
S085T03,S2019
S085T03,S2019
S085T04,S2020
S085T04,S2020
S085T04,S2020
S085T04,S2020
S085T04,S2020
S085T04,S2020
S085T04,S2020
S085T04,S2020
S085T04,S2020
S085T04,S2020
S085T04,S2020
S085T04,S2020
S085T05,S2021
S085T05,S2021
S085T05,S2021
S085T05,S2021
S085T05,S2021
S085T05,S2021
S085T05,S2021
S085T05,S2021
S085T05,S2021
S085T05,S2021
S085T05,S2021
S085T05,S2021
S085T06,S2022
S085T06,S2022
S085T06,S2022
S085T06,S2022
S085T06,S2022
S085T06,S2022
S085T06,S2022
S085T06,S2022
S085T06,S2022
S085T06,S2022
S085T06,S2022
S085T06,S2022
S085T07,S2023
S085T07,S2023
S085T07,S2023
S085T07,S2023
S085T07,S2023
S085T07,S2023
S085T07,S2023
S085T07,S2023
S085T07,S2023
S085T07,S2023
S085T07,S2023
S085T07,S2023
S085T08,S2024
S085T08,S2024
S085T08,S2024
S085T08,S2024
S085T08,S2024
S085T08,S2024
S085T08,S2024
S085T08,S2024
S085T08,S2024
S085T08,S2024
S085T08,S2024
S085T08,S2024
S085T09,S2025
S085T09,S2025
S085T09,S2025
S085T09,S2025
S085T09,S2025
S085T09,S2025
S085T09,S2025
S085T09,S2025
S085T09,S2025
S085T09,S2025
S085T09,S2025
S085T09,S2025
S085T10,S2026
S085T10,S2026
S085T10,S2026
S085T10,S2026
S085T10,S2026
S085T10,S2026
S085T10,S2026
S085T10,S2026
S085T10,S2026
S085T10,S2026
S085T10,S2026
S085T10,S2026
S085T11,S2027
S085T11,S2027
S085T11,S2027
S085T11,S2027
S085T11,S2027
S085T11,S2027
S085T11,S2027
S085T11,S2027
S085T11,S2027
S085T11,S2027
S085T11,S2027
S085T11,S2027
S085T12,S2028
S085T12,S2028
S085T12,S2028
S085T12,S2028
S085T12,S2028
S085T12,S2028
S085T12,S2028
S085T12,S2028
S085T12,S2028
S085T12,S2028
S085T12,S2028
S085T12,S2028
S085T13,S2029
S085T13,S2029
S085T13,S2029
S085T13,S2029
S085T13,S2029
S085T13,S2029
S085T13,S2029
S085T13,S2029
S085T13,S2029
S085T13,S2029
S085T13,S2029
S085T13,S2029
S085T14,S2030
S085T14,S2030
S085T14,S2030
S085T14,S2030
S085T14,S2030
S085T14,S2030
S085T14,S2030
S085T14,S2030
S085T14,S2030
S085T14,S2030
S085T14,S2030
S085T14,S2030
S085T15,S2031
S085T15,S2031
S085T15,S2031
S085T15,S2031
S085T15,S2031
S085T15,S2031
S085T15,S2031
S085T15,S2031
S085T15,S2031
S085T15,S2031
S085T15,S2031
S085T15,S2031
S085T16,S2032
S085T16,S2032
S085T16,S2032
S085T16,S2032
S085T16,S2032
S085T16,S2032
S085T16,S2032
S085T16,S2032
S085T16,S2032
S085T16,S2032
S085T16,S2032
S085T16,S2032
S085T17,S2033
S085T17,S2033
S085T17,S2033
S085T17,S2033
S085T17,S2033
S085T17,S2033
S085T17,S2033
S085T17,S2033
S085T17,S2033
S085T17,S2033
S085T17,S2033
S085T17,S2033
S085T18,S2034
S085T18,S2034
S085T18,S2034
S085T18,S2034
S085T18,S2034
S085T18,S2034
S085T18,S2034
S085T18,S2034
S085T18,S2034
S085T18,S2034
S085T18,S2034
S085T18,S2034
S085T19,S2035
S085T19,S2035
S085T19,S2035
S085T19,S2035
S085T19,S2035
S085T19,S2035
S085T19,S2035
S085T19,S2035
S085T19,S2035
S085T19,S2035
S085T19,S2035
S085T19,S2035
S085T20,S2036
S085T20,S2036
S085T20,S2036
S085T20,S2036
S085T20,S2036
S085T20,S2036
S085T20,S2036
S085T20,S2036
S085T20,S2036
S085T20,S2036
S085T20,S2036
S085T20,S2036
S085T21,S2037
S085T21,S2037
S085T21,S2037
S085T21,S2037
S085T21,S2037
S085T21,S2037
S085T21,S2037
S085T21,S2037
S085T21,S2037
S085T21,S2037
S085T21,S2037
S085T21,S2037
S085T22,S2038
S085T22,S2038
S085T22,S2038
S085T22,S2038
S085T22,S2038
S085T22,S2038
S085T22,S2038
S085T22,S2038
S085T22,S2038
S085T22,S2038
S085T22,S2038
S085T22,S2038
S085T23,S2039
S085T23,S2039
S085T23,S2039
S085T23,S2039
S085T23,S2039
S085T23,S2039
S085T23,S2039
S085T23,S2039
S085T23,S2039
S085T23,S2039
S085T23,S2039
S085T23,S2039
S085T24,S2040
S085T24,S2040
S085T24,S2040
S085T24,S2040
S085T24,S2040
S085T24,S2040
S085T24,S2040
S085T24,S2040
S085T24,S2040
S085T24,S2040
S085T24,S2040
S085T24,S2040
S086T01,S2041
S086T01,S2041
S086T01,S2041
S086T01,S2041
S086T01,S2041
S086T01,S2041
S086T01,S2041
S086T01,S2041
S086T01,S2041
S086T01,S2041
S086T01,S2041
S086T01,S2041
S086T02,S2042
S086T02,S2042
S086T02,S2042
S086T02,S2042
S086T02,S2042
S086T02,S2042
S086T02,S2042
S086T02,S2042
S086T02,S2042
S086T02,S2042
S086T02,S2042
S086T02,S2042
S086T03,S2043
S086T03,S2043
S086T03,S2043
S086T03,S2043
S086T03,S2043
S086T03,S2043
S086T03,S2043
S086T03,S2043
S086T03,S2043
S086T03,S2043
S086T03,S2043
S086T03,S2043
S086T04,S2044
S086T04,S2044
S086T04,S2044
S086T04,S2044
S086T04,S2044
S086T04,S2044
S086T04,S2044
S086T04,S2044
S086T04,S2044
S086T04,S2044
S086T04,S2044
S086T04,S2044
S086T05,S2045
S086T05,S2045
S086T05,S2045
S086T05,S2045
S086T05,S2045
S086T05,S2045
S086T05,S2045
S086T05,S2045
S086T05,S2045
S086T05,S2045
S086T05,S2045
S086T05,S2045
S086T06,S2046
S086T06,S2046
S086T06,S2046
S086T06,S2046
S086T06,S2046
S086T06,S2046
S086T06,S2046
S086T06,S2046
S086T06,S2046
S086T06,S2046
S086T06,S2046
S086T06,S2046
S086T07,S2047
S086T07,S2047
S086T07,S2047
S086T07,S2047
S086T07,S2047
S086T07,S2047
S086T07,S2047
S086T07,S2047
S086T07,S2047
S086T07,S2047
S086T07,S2047
S086T07,S2047
S086T08,S2048
S086T08,S2048
S086T08,S2048
S086T08,S2048
S086T08,S2048
S086T08,S2048
S086T08,S2048
S086T08,S2048
S086T08,S2048
S086T08,S2048
S086T08,S2048
S086T08,S2048
S086T09,S2049
S086T09,S2049
S086T09,S2049
S086T09,S2049
S086T09,S2049
S086T09,S2049
S086T09,S2049
S086T09,S2049
S086T09,S2049
S086T09,S2049
S086T09,S2049
S086T09,S2049
S086T10,S2050
S086T10,S2050
S086T10,S2050
S086T10,S2050
S086T10,S2050
S086T10,S2050
S086T10,S2050
S086T10,S2050
S086T10,S2050
S086T10,S2050
S086T10,S2050
S086T10,S2050
S086T11,S2051
S086T11,S2051
S086T11,S2051
S086T11,S2051
S086T11,S2051
S086T11,S2051
S086T11,S2051
S086T11,S2051
S086T11,S2051
S086T11,S2051
S086T11,S2051
S086T11,S2051
S086T12,S2052
S086T12,S2052
S086T12,S2052
S086T12,S2052
S086T12,S2052
S086T12,S2052
S086T12,S2052
S086T12,S2052
S086T12,S2052
S086T12,S2052
S086T12,S2052
S086T12,S2052
S086T13,S2053
S086T13,S2053
S086T13,S2053
S086T13,S2053
S086T13,S2053
S086T13,S2053
S086T13,S2053
S086T13,S2053
S086T13,S2053
S086T13,S2053
S086T13,S2053
S086T13,S2053
S086T14,S2054
S086T14,S2054
S086T14,S2054
S086T14,S2054
S086T14,S2054
S086T14,S2054
S086T14,S2054
S086T14,S2054
S086T14,S2054
S086T14,S2054
S086T14,S2054
S086T14,S2054
S086T15,S2055
S086T15,S2055
S086T15,S2055
S086T15,S2055
S086T15,S2055
S086T15,S2055
S086T15,S2055
S086T15,S2055
S086T15,S2055
S086T15,S2055
S086T15,S2055
S086T15,S2055
S086T16,S2056
S086T16,S2056
S086T16,S2056
S086T16,S2056
S086T16,S2056
S086T16,S2056
S086T16,S2056
S086T16,S2056
S086T16,S2056
S086T16,S2056
S086T16,S2056
S086T16,S2056
S086T17,S2057
S086T17,S2057
S086T17,S2057
S086T17,S2057
S086T17,S2057
S086T17,S2057
S086T17,S2057
S086T17,S2057
S086T17,S2057
S086T17,S2057
S086T17,S2057
S086T17,S2057
S086T18,S2058
S086T18,S2058
S086T18,S2058
S086T18,S2058
S086T18,S2058
S086T18,S2058
S086T18,S2058
S086T18,S2058
S086T18,S2058
S086T18,S2058
S086T18,S2058
S086T18,S2058
S086T19,S2059
S086T19,S2059
S086T19,S2059
S086T19,S2059
S086T19,S2059
S086T19,S2059
S086T19,S2059
S086T19,S2059
S086T19,S2059
S086T19,S2059
S086T19,S2059
S086T19,S2059
S086T20,S2060
S086T20,S2060
S086T20,S2060
S086T20,S2060
S086T20,S2060
S086T20,S2060
S086T20,S2060
S086T20,S2060
S086T20,S2060
S086T20,S2060
S086T20,S2060
S086T20,S2060
S086T21,S2061
S086T21,S2061
S086T21,S2061
S086T21,S2061
S086T21,S2061
S086T21,S2061
S086T21,S2061
S086T21,S2061
S086T21,S2061
S086T21,S2061
S086T21,S2061
S086T21,S2061
S086T22,S2062
S086T22,S2062
S086T22,S2062
S086T22,S2062
S086T22,S2062
S086T22,S2062
S086T22,S2062
S086T22,S2062
S086T22,S2062
S086T22,S2062
S086T22,S2062
S086T22,S2062
S086T23,S2063
S086T23,S2063
S086T23,S2063
S086T23,S2063
S086T23,S2063
S086T23,S2063
S086T23,S2063
S086T23,S2063
S086T23,S2063
S086T23,S2063
S086T23,S2063
S086T23,S2063
S086T24,S2064
S086T24,S2064
S086T24,S2064
S086T24,S2064
S086T24,S2064
S086T24,S2064
S086T24,S2064
S086T24,S2064
S086T24,S2064
S086T24,S2064
S086T24,S2064
S086T24,S2064
S087T01,S2065
S087T01,S2065
S087T01,S2065
S087T01,S2065
S087T01,S2065
S087T01,S2065
S087T01,S2065
S087T01,S2065
S087T01,S2065
S087T01,S2065
S087T01,S2065
S087T01,S2065
S087T02,S2066
S087T02,S2066
S087T02,S2066
S087T02,S2066
S087T02,S2066
S087T02,S2066
S087T02,S2066
S087T02,S2066
S087T02,S2066
S087T02,S2066
S087T02,S2066
S087T02,S2066
S087T03,S2067
S087T03,S2067
S087T03,S2067
S087T03,S2067
S087T03,S2067
S087T03,S2067
S087T03,S2067
S087T03,S2067
S087T03,S2067
S087T03,S2067
S087T03,S2067
S087T03,S2067
S087T04,S2068
S087T04,S2068
S087T04,S2068
S087T04,S2068
S087T04,S2068
S087T04,S2068
S087T04,S2068
S087T04,S2068
S087T04,S2068
S087T04,S2068
S087T04,S2068
S087T04,S2068
S087T05,S2069
S087T05,S2069
S087T05,S2069
S087T05,S2069
S087T05,S2069
S087T05,S2069
S087T05,S2069
S087T05,S2069
S087T05,S2069
S087T05,S2069
S087T05,S2069
S087T05,S2069
S087T06,S2070
S087T06,S2070
S087T06,S2070
S087T06,S2070
S087T06,S2070
S087T06,S2070
S087T06,S2070
S087T06,S2070
S087T06,S2070
S087T06,S2070
S087T06,S2070
S087T06,S2070
S087T07,S2071
S087T07,S2071
S087T07,S2071
S087T07,S2071
S087T07,S2071
S087T07,S2071
S087T07,S2071
S087T07,S2071
S087T07,S2071
S087T07,S2071
S087T07,S2071
S087T07,S2071
S087T08,S2072
S087T08,S2072
S087T08,S2072
S087T08,S2072
S087T08,S2072
S087T08,S2072
S087T08,S2072
S087T08,S2072
S087T08,S2072
S087T08,S2072
S087T08,S2072
S087T08,S2072
S087T09,S2073
S087T09,S2073
S087T09,S2073
S087T09,S2073
S087T09,S2073
S087T09,S2073
S087T09,S2073
S087T09,S2073
S087T09,S2073
S087T09,S2073
S087T09,S2073
S087T09,S2073
S087T10,S2074
S087T10,S2074
S087T10,S2074
S087T10,S2074
S087T10,S2074
S087T10,S2074
S087T10,S2074
S087T10,S2074
S087T10,S2074
S087T10,S2074
S087T10,S2074
S087T10,S2074
S087T11,S2075
S087T11,S2075
S087T11,S2075
S087T11,S2075
S087T11,S2075
S087T11,S2075
S087T11,S2075
S087T11,S2075
S087T11,S2075
S087T11,S2075
S087T11,S2075
S087T11,S2075
S087T12,S2076
S087T12,S2076
S087T12,S2076
S087T12,S2076
S087T12,S2076
S087T12,S2076
S087T12,S2076
S087T12,S2076
S087T12,S2076
S087T12,S2076
S087T12,S2076
S087T12,S2076
S087T13,S2077
S087T13,S2077
S087T13,S2077
S087T13,S2077
S087T13,S2077
S087T13,S2077
S087T13,S2077
S087T13,S2077
S087T13,S2077
S087T13,S2077
S087T13,S2077
S087T13,S2077
S087T14,S2078
S087T14,S2078
S087T14,S2078
S087T14,S2078
S087T14,S2078
S087T14,S2078
S087T14,S2078
S087T14,S2078
S087T14,S2078
S087T14,S2078
S087T14,S2078
S087T14,S2078
S087T15,S2079
S087T15,S2079
S087T15,S2079
S087T15,S2079
S087T15,S2079
S087T15,S2079
S087T15,S2079
S087T15,S2079
S087T15,S2079
S087T15,S2079
S087T15,S2079
S087T15,S2079
S087T16,S2080
S087T16,S2080
S087T16,S2080
S087T16,S2080
S087T16,S2080
S087T16,S2080
S087T16,S2080
S087T16,S2080
S087T16,S2080
S087T16,S2080
S087T16,S2080
S087T16,S2080
S087T17,S2081
S087T17,S2081
S087T17,S2081
S087T17,S2081
S087T17,S2081
S087T17,S2081
S087T17,S2081
S087T17,S2081
S087T17,S2081
S087T17,S2081
S087T17,S2081
S087T17,S2081
S087T18,S2082
S087T18,S2082
S087T18,S2082
S087T18,S2082
S087T18,S2082
S087T18,S2082
S087T18,S2082
S087T18,S2082
S087T18,S2082
S087T18,S2082
S087T18,S2082
S087T18,S2082
S087T19,S2083
S087T19,S2083
S087T19,S2083
S087T19,S2083
S087T19,S2083
S087T19,S2083
S087T19,S2083
S087T19,S2083
S087T19,S2083
S087T19,S2083
S087T19,S2083
S087T19,S2083
S087T20,S2084
S087T20,S2084
S087T20,S2084
S087T20,S2084
S087T20,S2084
S087T20,S2084
S087T20,S2084
S087T20,S2084
S087T20,S2084
S087T20,S2084
S087T20,S2084
S087T20,S2084
S087T21,S2085
S087T21,S2085
S087T21,S2085
S087T21,S2085
S087T21,S2085
S087T21,S2085
S087T21,S2085
S087T21,S2085
S087T21,S2085
S087T21,S2085
S087T21,S2085
S087T21,S2085
S087T22,S2086
S087T22,S2086
S087T22,S2086
S087T22,S2086
S087T22,S2086
S087T22,S2086
S087T22,S2086
S087T22,S2086
S087T22,S2086
S087T22,S2086
S087T22,S2086
S087T22,S2086
S087T23,S2087
S087T23,S2087
S087T23,S2087
S087T23,S2087
S087T23,S2087
S087T23,S2087
S087T23,S2087
S087T23,S2087
S087T23,S2087
S087T23,S2087
S087T23,S2087
S087T23,S2087
S087T24,S2088
S087T24,S2088
S087T24,S2088
S087T24,S2088
S087T24,S2088
S087T24,S2088
S087T24,S2088
S087T24,S2088
S087T24,S2088
S087T24,S2088
S087T24,S2088
S087T24,S2088
S088T01,S2089
S088T01,S2089
S088T01,S2089
S088T01,S2089
S088T01,S2089
S088T01,S2089
S088T01,S2089
S088T01,S2089
S088T01,S2089
S088T01,S2089
S088T01,S2089
S088T01,S2089
S088T02,S2090
S088T02,S2090
S088T02,S2090
S088T02,S2090
S088T02,S2090
S088T02,S2090
S088T02,S2090
S088T02,S2090
S088T02,S2090
S088T02,S2090
S088T02,S2090
S088T02,S2090
S088T03,S2091
S088T03,S2091
S088T03,S2091
S088T03,S2091
S088T03,S2091
S088T03,S2091
S088T03,S2091
S088T03,S2091
S088T03,S2091
S088T03,S2091
S088T03,S2091
S088T03,S2091
S088T04,S2092
S088T04,S2092
S088T04,S2092
S088T04,S2092
S088T04,S2092
S088T04,S2092
S088T04,S2092
S088T04,S2092
S088T04,S2092
S088T04,S2092
S088T04,S2092
S088T04,S2092
S088T05,S2093
S088T05,S2093
S088T05,S2093
S088T05,S2093
S088T05,S2093
S088T05,S2093
S088T05,S2093
S088T05,S2093
S088T05,S2093
S088T05,S2093
S088T05,S2093
S088T05,S2093
S088T06,S2094
S088T06,S2094
S088T06,S2094
S088T06,S2094
S088T06,S2094
S088T06,S2094
S088T06,S2094
S088T06,S2094
S088T06,S2094
S088T06,S2094
S088T06,S2094
S088T06,S2094
S088T07,S2095
S088T07,S2095
S088T07,S2095
S088T07,S2095
S088T07,S2095
S088T07,S2095
S088T07,S2095
S088T07,S2095
S088T07,S2095
S088T07,S2095
S088T07,S2095
S088T07,S2095
S088T08,S2096
S088T08,S2096
S088T08,S2096
S088T08,S2096
S088T08,S2096
S088T08,S2096
S088T08,S2096
S088T08,S2096
S088T08,S2096
S088T08,S2096
S088T08,S2096
S088T08,S2096
S088T09,S2097
S088T09,S2097
S088T09,S2097
S088T09,S2097
S088T09,S2097
S088T09,S2097
S088T09,S2097
S088T09,S2097
S088T09,S2097
S088T09,S2097
S088T09,S2097
S088T09,S2097
S088T10,S2098
S088T10,S2098
S088T10,S2098
S088T10,S2098
S088T10,S2098
S088T10,S2098
S088T10,S2098
S088T10,S2098
S088T10,S2098
S088T10,S2098
S088T10,S2098
S088T10,S2098
S088T11,S2099
S088T11,S2099
S088T11,S2099
S088T11,S2099
S088T11,S2099
S088T11,S2099
S088T11,S2099
S088T11,S2099
S088T11,S2099
S088T11,S2099
S088T11,S2099
S088T11,S2099
S088T12,S2100
S088T12,S2100
S088T12,S2100
S088T12,S2100
S088T12,S2100
S088T12,S2100
S088T12,S2100
S088T12,S2100
S088T12,S2100
S088T12,S2100
S088T12,S2100
S088T12,S2100
S088T13,S2101
S088T13,S2101
S088T13,S2101
S088T13,S2101
S088T13,S2101
S088T13,S2101
S088T13,S2101
S088T13,S2101
S088T13,S2101
S088T13,S2101
S088T13,S2101
S088T13,S2101
S088T14,S2102
S088T14,S2102
S088T14,S2102
S088T14,S2102
S088T14,S2102
S088T14,S2102
S088T14,S2102
S088T14,S2102
S088T14,S2102
S088T14,S2102
S088T14,S2102
S088T14,S2102
S088T15,S2103
S088T15,S2103
S088T15,S2103
S088T15,S2103
S088T15,S2103
S088T15,S2103
S088T15,S2103
S088T15,S2103
S088T15,S2103
S088T15,S2103
S088T15,S2103
S088T15,S2103
S088T16,S2104
S088T16,S2104
S088T16,S2104
S088T16,S2104
S088T16,S2104
S088T16,S2104
S088T16,S2104
S088T16,S2104
S088T16,S2104
S088T16,S2104
S088T16,S2104
S088T16,S2104
S088T17,S2105
S088T17,S2105
S088T17,S2105
S088T17,S2105
S088T17,S2105
S088T17,S2105
S088T17,S2105
S088T17,S2105
S088T17,S2105
S088T17,S2105
S088T17,S2105
S088T17,S2105
S088T18,S2106
S088T18,S2106
S088T18,S2106
S088T18,S2106
S088T18,S2106
S088T18,S2106
S088T18,S2106
S088T18,S2106
S088T18,S2106
S088T18,S2106
S088T18,S2106
S088T18,S2106
S088T19,S2107
S088T19,S2107
S088T19,S2107
S088T19,S2107
S088T19,S2107
S088T19,S2107
S088T19,S2107
S088T19,S2107
S088T19,S2107
S088T19,S2107
S088T19,S2107
S088T19,S2107
S088T20,S2108
S088T20,S2108
S088T20,S2108
S088T20,S2108
S088T20,S2108
S088T20,S2108
S088T20,S2108
S088T20,S2108
S088T20,S2108
S088T20,S2108
S088T20,S2108
S088T20,S2108
S088T21,S2109
S088T21,S2109
S088T21,S2109
S088T21,S2109
S088T21,S2109
S088T21,S2109
S088T21,S2109
S088T21,S2109
S088T21,S2109
S088T21,S2109
S088T21,S2109
S088T21,S2109
S088T22,S2110
S088T22,S2110
S088T22,S2110
S088T22,S2110
S088T22,S2110
S088T22,S2110
S088T22,S2110
S088T22,S2110
S088T22,S2110
S088T22,S2110
S088T22,S2110
S088T22,S2110
S088T23,S2111
S088T23,S2111
S088T23,S2111
S088T23,S2111
