,BE_VRE-ONS-LW_RG1_50,BE_VRE-ONS-LW_RG2_50,BE_VRE-ONS-LW_RG3_50,DE4-N_VRE-ONS-LW_RG2_50,DE4-N_VRE-ONS-LW_RG3_50,DE4-E_VRE-ONS-LW_RG1_50,DE4-E_VRE-ONS-LW_RG2_50,DE4-E_VRE-ONS-LW_RG3_50,DE4-S_VRE-ONS-LW_RG1_50,DE4-S_VRE-ONS-LW_RG2_50,DE4-S_VRE-ONS-LW_RG3_50,DE4-W_VRE-ONS-LW_RG1_50,DE4-W_VRE-ONS-LW_RG2_50,DE4-W_VRE-ONS-LW_RG3_50,DK1_VRE-ONS-LW_RG3_50,DK2_VRE-ONS-LW_RG3_50,EE_VRE-ONS-LW_RG1_50,EE_VRE-ONS-LW_RG2_50,EE_VRE-ONS-LW_RG3_50,FIN_VRE-ONS-LW_RG1_50,FIN_VRE-ONS-LW_RG2_50,FIN_VRE-ONS-LW_RG3_50,FR_VRE-ONS-LW_RG1_50,FR_VRE-ONS-LW_RG2_50,FR_VRE-ONS-LW_RG3_50,UK_VRE-ONS-LW_RG3_50,LT_VRE-ONS-LW_RG1_50,LT_VRE-ONS-LW_RG2_50,LT_VRE-ONS-LW_RG3_50,LV_VRE-ONS-LW_RG1_50,LV_VRE-ONS-LW_RG2_50,LV_VRE-ONS-LW_RG3_50,NL_VRE-ONS-LW_RG1_50,NL_VRE-ONS-LW_RG2_50,NL_VRE-ONS-LW_RG3_50,NO1_VRE-ONS-LW_RG1_50,NO1_VRE-ONS-LW_RG2_50,NO1_VRE-ONS-LW_RG3_50,NO2_VRE-ONS-LW_RG2_50,NO2_VRE-ONS-LW_RG3_50,NO3_VRE-ONS-LW_RG2_50,NO3_VRE-ONS-LW_RG3_50,NO4_VRE-ONS-LW_RG2_50,NO4_VRE-ONS-LW_RG3_50,NO5_VRE-ONS-LW_RG2_50,NO5_VRE-ONS-LW_RG3_50,PL_VRE-ONS-LW_RG1_50,PL_VRE-ONS-LW_RG2_50,PL_VRE-ONS-LW_RG3_50,SE1_VRE-ONS-LW_RG2_50,SE1_VRE-ONS-LW_RG3_50,SE2_VRE-ONS-LW_RG1_50,SE2_VRE-ONS-LW_RG2_50,SE2_VRE-ONS-LW_RG3_50,SE3_VRE-ONS-LW_RG1_50,SE3_VRE-ONS-LW_RG2_50,SE3_VRE-ONS-LW_RG3_50,SE4_VRE-ONS-LW_RG1_50,SE4_VRE-ONS-LW_RG2_50,SE4_VRE-ONS-LW_RG3_50,Time
265586,10.92907,10.41615,10.23095,13.23393,12.85095,11.60662,10.72859,9.709847,9.569287,8.002111,6.645996,11.75988,11.86831,10.4669,13.53048,13.15147,7.256011,7.245688,7.761274,8.612672,7.574964,7.232286,10.72234,9.966791,10.21356,7.561371,11.58268,11.48125,11.03354,10.43685,9.914218,9.348122,12.56212,11.9437,11.06151,8.303241,7.407691,6.73489,11.86901,9.125633,11.23923,9.579521,10.68795,8.823609,10.28681,8.165955,10.20456,8.508693,7.789956,4.635915,5.429475,6.148491,5.51926,4.863098,9.014338,7.590684,6.594965,13.0469,10.99685,9.755725,19/04/2012 02:00:00
265587,10.73479,10.24327,9.970941,13.25404,12.77067,11.37634,10.51281,9.323548,9.085808,7.721103,6.501713,11.56733,11.74665,10.21994,13.68861,12.8483,7.553634,7.300426,8.024025,8.808158,7.363838,6.924885,10.57386,9.779726,9.989808,7.430784,11.69429,11.48008,11.10332,10.43651,9.905972,9.40852,12.42602,11.80609,10.65759,8.258893,7.424252,6.678886,12.23489,9.392117,11.30042,9.582088,11.1602,9.295889,10.12849,7.867378,10.07393,8.323293,7.515079,4.658932,5.042764,6.713419,5.503603,4.873606,9.288513,7.931711,6.828145,13.15101,11.25306,9.965859,19/04/2012 03:00:00
265588,10.62124,10.2445,9.827282,13.29893,12.70551,11.04954,10.20107,8.923805,8.780866,7.50896,6.439907,11.53127,11.66367,9.959041,13.86752,12.63029,7.758784,7.342131,8.057459,8.945153,7.029823,6.489366,10.35699,9.540685,9.741421,7.289783,11.81714,11.37719,11.05645,10.4927,9.881099,9.319866,12.22769,11.63893,10.28281,8.180382,7.43365,6.692477,12.73155,9.693086,11.37278,9.650095,11.30413,9.643105,10.29258,7.934499,9.909869,8.130817,7.24701,4.647149,4.685157,7.317657,5.637512,4.963157,9.480273,8.209111,7.103387,13.32188,11.60889,10.15337,19/04/2012 04:00:00
265589,10.58701,10.25658,9.762499,13.28113,12.50278,10.61582,9.784295,8.490991,8.618787,7.360168,6.349616,11.46024,11.48836,9.762995,13.95515,12.5569,7.518956,6.72896,7.228898,8.886809,6.435032,5.819212,10.14164,9.265956,9.486567,7.129916,11.63668,10.98743,10.53609,10.1582,9.437311,8.844084,11.92014,11.47473,10.0944,8.11514,7.365961,6.568224,13.31845,9.863944,11.49505,9.762792,11.26726,9.724007,10.84566,8.292581,9.612649,7.722498,6.737597,4.55571,4.297847,7.877921,5.748772,4.948378,9.422565,8.187309,7.156064,13.50562,11.95924,10.2992,19/04/2012 05:00:00
265590,10.40709,9.919121,9.520782,12.9268,11.94854,9.59543,8.919003,7.691733,8.153662,6.979952,5.976379,10.97553,10.74402,9.124545,13.82402,12.86467,6.706642,5.689421,5.840306,8.605697,5.47554,4.907173,9.837168,8.890436,9.092087,6.935421,11.2731,10.34495,9.612684,9.640486,8.814943,8.340427,11.32486,10.84434,9.66065,7.87642,7.095295,6.240516,13.75368,9.970386,11.41789,9.743687,11.04821,9.479693,11.54581,8.727802,9.056947,6.926271,5.785804,4.428545,3.834106,8.196284,5.426475,4.549349,9.081065,7.801497,6.618688,13.92943,12.32857,10.60911,19/04/2012 06:00:00
265591,10.06714,9.523111,9.160795,12.44546,11.20784,8.402745,7.702821,6.497687,6.777832,5.667936,4.83912,9.605166,9.339224,7.682449,13.78192,13.28275,6.248042,5.47628,5.390347,8.163531,4.427959,4.020644,9.227048,8.174266,8.381717,6.607882,11.04425,9.765409,8.814092,9.688464,8.691116,8.269822,10.35505,9.552849,8.818582,7.320087,6.804978,6.030516,13.97286,10.09256,10.8837,9.40222,10.46493,8.950995,12.19046,9.066363,8.212295,6.07185,4.829206,4.286517,3.238956,8.01123,4.809253,4.03041,9.023229,7.738073,6.060971,14.57033,12.94615,11.29154,19/04/2012 07:00:00
265592,9.920563,9.437962,8.953119,12.28441,10.98024,7.868614,6.990211,5.663573,5.386962,4.423556,3.866494,8.477583,8.322347,6.780477,13.88938,13.43012,6.412018,5.92591,5.933372,7.51475,3.702927,3.390619,8.672469,7.301584,7.853205,6.219999,10.61313,9.40987,8.521487,10.02218,8.885716,8.345046,9.465246,8.540367,8.317381,7.060462,6.877841,6.174311,14.13073,10.32072,10.27667,8.902336,9.641074,8.236418,12.64166,9.300076,7.46705,5.49121,4.299858,4.073709,2.559795,7.370326,4.493812,3.851876,9.65684,8.330258,6.173835,15.1729,13.66851,12.06671,19/04/2012 08:00:00
265593,10.13592,9.515112,8.857469,12.40547,10.93605,7.735778,6.77261,5.504228,4.93816,4.149054,3.662413,8.417273,8.172704,6.946051,13.98462,13.45786,6.823991,6.40128,6.517259,6.740779,3.376235,3.061128,8.623429,6.922922,7.728387,6.043224,10.16568,9.364978,8.803427,10.1459,9.055064,8.338616,9.077591,8.208273,8.252419,7.402547,7.300464,6.611578,14.31686,10.66953,10.06878,8.662769,8.879128,7.657331,12.84801,9.401531,7.095385,5.337589,4.246224,3.750496,1.89988,6.862805,4.59593,3.956444,10.61038,9.082841,6.718161,15.50103,14.04861,12.46851,19/04/2012 09:00:00
265594,10.54965,9.677043,8.876589,12.57235,10.76033,7.762503,6.739265,5.673992,4.975061,4.131525,3.527507,8.660562,8.396312,7.348666,14.14214,13.5059,7.342816,6.857284,7.018511,6.257656,3.317193,2.99689,8.822879,7.014235,7.658798,6.125068,10.08927,9.624655,9.341129,10.11847,9.201941,8.471562,9.132078,8.348797,8.403084,7.986171,7.95442,7.348672,14.57591,11.1006,10.16074,8.763163,8.324539,7.450935,12.98493,9.359432,6.837272,5.432233,4.482064,3.563726,1.566589,6.796826,4.884973,4.209454,11.40561,9.725596,7.389533,15.18511,13.99778,12.58737,19/04/2012 10:00:00
265595,10.51142,9.719751,8.934063,12.64933,10.75704,7.737154,6.738322,5.863298,5.127173,4.186358,3.433643,8.941664,8.644462,7.589345,14.17395,13.49641,7.982075,7.38082,7.546473,6.172812,3.377558,3.073504,9.013909,7.165074,7.660532,6.314637,10.29979,10.09547,9.815332,10.17743,9.448148,8.862232,9.423771,8.65141,8.711605,8.570218,8.634809,8.091459,14.97839,11.40781,10.25155,8.873887,8.003001,7.523618,13.03197,9.238448,6.70628,5.542237,4.682692,3.681791,1.612229,6.862405,5.196569,4.549465,11.88295,10.14961,7.955144,14.60607,13.73524,12.57826,19/04/2012 11:00:00
265596,10.15555,9.710311,8.95999,12.67317,10.65741,7.71808,6.646111,5.954624,5.259413,4.296741,3.481288,9.053558,8.74936,7.537921,14.01914,13.34412,8.666567,7.899161,8.04276,6.253749,3.510063,3.256951,9.210854,7.338015,7.746019,6.540116,10.63885,10.55061,10.12858,10.39116,9.790977,9.372361,9.436317,8.799414,8.84022,8.958934,9.143089,8.593153,15.20049,11.47648,10.16515,8.798345,7.967072,7.742445,12.93662,9.23196,6.747012,5.596658,4.728966,3.986751,1.841783,6.943779,5.514527,4.916904,12.07884,10.3702,8.357228,14.22504,13.50192,12.48287,19/04/2012 12:00:00
265597,10.13731,9.835275,8.9741,12.68,10.42586,7.804759,6.562034,5.941553,5.342142,4.416337,3.630769,8.918252,8.68481,7.3683,13.84004,13.34333,9.275549,8.397501,8.574858,6.403417,3.709219,3.522821,9.46997,7.53089,7.875798,6.856395,11.06423,10.85468,10.33991,10.72767,10.24008,9.924123,9.127305,8.718387,8.733006,9.19479,9.500956,8.967413,15.13182,11.44723,9.952987,8.663433,8.189653,7.992522,12.76678,9.346757,6.830394,5.531087,4.631358,4.376337,2.222267,7.074115,5.840104,5.313588,12.10488,10.48036,8.627823,14.09153,13.34668,12.41299,19/04/2012 13:00:00
265598,10.22617,9.942979,8.955383,12.70938,10.20669,8.014164,6.555379,5.9651,5.325771,4.517737,3.774494,8.684392,8.494079,7.194209,13.71414,13.43151,9.814749,8.910184,9.079815,6.59731,3.949885,3.805489,9.721043,7.69654,8.021909,7.227095,11.46626,11.07034,10.53042,11.1935,10.74506,10.45056,8.791327,8.39123,8.628843,9.362915,9.687826,9.194841,15.04855,11.37693,9.718886,8.569538,8.455869,8.220945,12.56167,9.419335,6.947717,5.41181,4.45752,4.804214,2.667475,7.201627,6.13013,5.675571,12.13671,10.55621,8.817569,14.10299,13.17941,12.27437,19/04/2012 14:00:00
265599,10.12232,9.8747,8.904026,12.90765,10.17217,8.302558,6.754856,6.186323,5.278676,4.637517,3.891602,8.341413,8.238139,7.021649,13.66488,13.3424,10.30487,9.376884,9.482875,6.892107,4.266545,4.143375,9.876104,7.824324,8.14074,7.518068,11.69122,11.28029,10.73841,11.6165,11.15576,10.92459,8.420051,8.023273,8.618358,9.379628,9.676363,9.256181,15.13189,11.26552,9.463387,8.478827,8.571861,8.424422,12.35773,9.45723,7.064516,5.280213,4.295654,5.331807,3.192133,7.315173,6.383798,5.945734,12.20727,10.68072,9.034184,14.18927,12.97741,12.10107,19/04/2012 15:00:00
265600,10.0007,9.647531,8.79369,13.17846,10.4195,8.487039,7.02511,6.491779,5.253193,4.762999,3.977645,7.920354,8.008752,6.789406,13.53186,13.03797,10.7556,9.78521,9.797728,7.389326,4.770897,4.668954,9.920711,7.919656,8.239042,7.658774,11.79403,11.61001,11.11861,11.86919,11.41018,11.28052,8.180885,7.807794,8.510194,9.368827,9.572718,9.193514,15.21301,11.1015,9.251208,8.425803,8.728433,8.673885,12.2327,9.583154,7.146348,5.184198,4.163686,6.042658,3.938179,7.490375,6.644383,6.168216,12.183,10.79076,9.260263,14.15153,12.7014,11.90703,19/04/2012 16:00:00
265601,9.899847,9.284233,8.564707,13.45842,10.72448,8.558523,7.285447,6.784166,5.245388,4.859018,4.099696,7.549075,7.764597,6.522437,13.32023,12.7714,11.238,10.31084,10.22368,8.141878,5.488873,5.417184,9.903056,7.98575,8.299483,7.667379,11.8997,12.04415,11.63798,12.00675,11.59803,11.51289,7.989973,7.593965,8.255124,9.485116,9.486804,9.085694,15.12346,11.10688,9.278934,8.561077,9.199894,9.143923,12.26254,9.832349,7.311808,5.264716,4.129753,6.887314,4.862563,7.900383,6.920174,6.392132,12.09775,10.77936,9.426976,13.92712,12.38917,11.64777,19/04/2012 17:00:00
265602,9.788234,9.048303,8.370687,13.67692,11.1335,8.746522,7.8022,7.234884,5.427573,5.104339,4.455781,7.462512,7.693781,6.4461,13.0872,12.65362,11.67313,10.99545,10.85943,9.0015,6.26908,6.239952,9.895441,8.084836,8.359406,7.638008,12.30824,12.45458,12.07246,12.07264,11.79367,11.65186,8.01309,7.542728,8.124604,9.64841,9.463226,8.97419,15.04965,11.21421,9.744125,9.006525,9.990337,9.881245,12.51122,10.16016,7.670244,5.588143,4.226744,7.659703,5.684754,8.492696,7.222778,6.652089,12.12107,10.71382,9.570655,13.67242,12.14839,11.36634,19/04/2012 18:00:00
265603,10.08245,9.347828,8.642338,13.68579,11.84985,9.133403,8.498898,7.808688,5.898945,5.609312,5.008826,7.716649,8.048031,6.624961,12.7963,12.52156,11.81335,11.39877,11.33977,9.739024,6.952328,6.935993,10.09134,8.416962,8.561822,7.763358,12.69748,12.71068,12.40654,12.2421,11.95841,11.67287,8.546295,8.055081,8.426471,9.761468,9.486315,8.952245,15.04834,11.05761,10.62976,9.691907,10.76865,10.71445,12.93945,10.49392,8.060402,5.894286,4.336377,8.188774,6.262819,8.969096,7.518868,6.891882,12.12948,10.65191,9.683112,13.54336,11.98906,11.08405,19/04/2012 19:00:00
265604,10.62162,9.954101,9.165071,13.36999,12.40937,9.279307,8.846459,8.15921,6.420139,6.191321,5.577247,8.043214,8.419792,6.789454,12.55905,12.35036,11.71442,11.37786,11.40915,10.24339,7.453892,7.393357,10.49376,8.968647,8.826333,8.077641,12.61125,12.80733,12.6528,12.42287,11.99319,11.5897,9.172626,8.788196,9.010079,9.785132,9.498129,8.945314,15.09989,10.96842,11.63994,10.35534,11.30445,11.32156,13.3501,10.73575,8.182912,5.95623,4.364867,8.403409,6.559189,9.087046,7.6505,6.974945,11.94609,10.4871,9.610471,13.51357,11.81298,10.73457,19/04/2012 20:00:00
265605,10.95696,10.37931,9.457488,12.90318,12.42151,9.097016,8.798036,8.155008,6.893795,6.722787,6.118136,8.16995,8.456487,6.827332,12.40891,12.0395,11.63787,11.30542,11.28765,10.39579,7.721531,7.619524,10.77466,9.480288,8.993022,8.291582,12.32783,12.88739,12.73155,12.38576,11.92784,11.57086,9.464314,9.198792,9.578025,9.616031,9.486391,8.786855,15.31076,11.18087,12.30118,10.78935,11.58784,11.47786,13.51936,10.87946,7.898402,5.760718,4.302722,8.252345,6.502771,8.814205,7.587088,6.856664,11.55486,10.20584,9.344383,13.40369,11.55232,10.31741,19/04/2012 21:00:00
265606,10.93916,10.55361,9.538934,12.4365,12.0371,8.902908,8.617329,7.864029,7.251005,7.234206,6.617623,8.078066,8.266709,6.811197,12.18106,11.63129,11.75604,11.36308,11.22002,10.13072,7.782727,7.683895,10.87437,9.78896,9.058265,8.273659,12.21592,12.88503,12.57277,12.26579,11.85772,11.63903,9.3675,9.26177,9.91019,9.20528,9.362118,8.549406,15.53242,11.39887,12.47873,10.96515,11.55816,11.26878,13.48024,10.96312,7.382584,5.361186,4.26567,7.768467,6.089771,8.396754,7.410717,6.594635,10.98447,9.901493,9.0495,13.18778,11.20424,9.940748,19/04/2012 22:00:00
265607,10.67896,10.48905,9.465682,11.869,11.53431,8.694036,8.351282,7.357099,7.316698,7.676149,7.003351,7.853338,7.943379,6.687067,11.92993,11.28363,11.96414,11.4233,11.20116,9.606878,7.773681,7.67547,10.86989,9.885077,9.027985,8.130005,12.11553,12.60649,12.14378,12.20496,11.85418,11.70318,8.841068,9.099013,9.805442,8.712289,8.970164,8.179024,15.60079,11.31931,12.45985,10.94752,11.30633,10.8242,13.42955,10.9989,6.802933,4.952682,4.296753,7.136693,5.478735,8.054519,7.159066,6.265493,10.37897,9.604102,8.816204,12.8396,10.84547,9.592015,19/04/2012 23:00:00
265608,10.53236,10.29302,9.281721,11.27991,11.0594,8.404284,7.991619,6.706579,7.191556,7.884019,7.179505,7.522862,7.537216,6.438375,11.81023,10.97371,11.98658,11.34181,11.26889,9.010021,7.811063,7.677742,10.7195,9.85087,8.896739,7.952474,11.73768,12.11875,11.52433,12.15105,11.96275,11.87538,8.367875,8.779376,9.460401,8.2247,8.462801,7.614387,15.48495,11.06082,12.44119,10.84909,11.04454,10.28633,13.33282,10.9896,6.201385,4.663218,4.348337,6.511201,4.860876,7.829252,6.893046,5.934019,9.868053,9.386145,8.678244,12.43051,10.48994,9.24018,20/04/2012 00:00:00
265609,10.44853,10.07582,8.982847,10.87525,10.5316,8.113421,7.522517,5.998153,7.03026,7.863054,7.192788,7.0968,7.106036,6.137598,11.71615,10.59739,11.95661,11.26812,11.42453,8.414564,7.931328,7.759593,10.4353,9.730801,8.71167,7.75542,11.25564,11.60984,10.92317,12.1119,12.06581,12.08483,8.15538,8.399629,9.185604,7.78253,8.046515,7.112707,15.287,10.95081,12.49933,10.80062,10.8454,9.767172,13.25706,10.99197,5.712127,4.478237,4.434259,5.907439,4.33254,7.735004,6.695025,5.690842,9.507294,9.27694,8.648265,12.11175,10.1505,8.894609,20/04/2012 01:00:00
265610,10.34845,9.880978,8.653612,10.5882,9.95557,7.893489,6.956936,5.367059,6.860691,7.727627,7.138877,6.570342,6.715414,5.898342,11.5624,10.31137,12.06961,11.36378,11.59346,7.90971,8.110976,7.934137,10.12334,9.51405,8.537704,7.497275,10.90652,11.18627,10.52149,12.0223,12.01266,12.1291,7.915678,8.124096,9.067065,7.512157,7.809478,6.898002,15.19042,11.03091,12.65546,10.75072,10.68283,9.296167,13.13066,10.95094,5.526773,4.467192,4.574185,5.334986,3.966065,7.713237,6.63018,5.605996,9.399497,9.264706,8.698519,11.98297,9.873412,8.607466,20/04/2012 02:00:00
265611,10.28303,9.823936,8.485291,10.17167,9.413262,7.738848,6.412953,4.886,6.626625,7.524051,7.023818,6.022364,6.377413,5.767318,11.35841,10.24243,12.39812,11.66424,11.87603,7.577837,8.338903,8.140015,9.839334,9.194511,8.311342,7.227886,10.59821,10.90834,10.38515,11.87179,11.77237,11.9524,7.583263,7.978097,9.133683,7.446249,7.791021,6.902996,15.24718,11.19929,12.78767,10.669,10.60673,8.915945,12.8749,10.80168,5.650978,4.627569,4.750602,4.805869,3.76589,7.715894,6.731912,5.705474,9.440711,9.306984,8.789073,11.86598,9.716919,8.468035,20/04/2012 03:00:00
265612,10.24138,9.808845,8.530997,9.867465,8.924271,7.716202,6.023878,4.545289,6.470444,7.332436,6.882427,5.703308,6.161631,5.715578,11.15333,10.16756,12.86804,12.01253,12.16964,7.306687,8.523301,8.210042,9.552137,8.794,7.983471,7.043446,10.22196,10.74795,10.40839,11.58222,11.44464,11.58916,7.496679,7.973615,9.431049,7.409718,7.791509,6.899342,15.32497,11.34491,12.78222,10.56329,10.68719,8.644885,12.70274,10.6927,5.920153,4.795366,4.903575,4.338803,3.589413,7.755493,6.919188,5.90283,9.394452,9.367091,8.951997,11.64588,9.621922,8.447166,20/04/2012 04:00:00
265613,10.06724,9.727246,8.663491,9.776483,8.439752,7.715143,5.823513,4.358999,6.546275,7.275054,6.775547,5.663883,6.122727,5.790565,10.97976,9.692881,13.12054,12.13359,12.16928,6.927697,8.408377,8.030899,9.271225,8.334761,7.63747,6.956068,9.857006,10.60053,10.37889,11.10596,11.09294,11.15353,7.862069,8.178054,9.808681,7.155863,7.624098,6.761737,15.2893,11.44352,12.5986,10.28835,10.62431,8.402009,12.58955,10.63837,6.096066,4.800817,4.961406,4.028059,3.365849,7.542163,6.990486,6.007813,9.231313,9.473798,9.193241,11.20701,9.37586,8.498342,20/04/2012 05:00:00
265614,9.464305,9.539678,8.503628,9.324979,7.356562,7.372906,5.678577,4.312147,6.639741,7.161755,6.352638,5.752095,6.164974,5.956985,10.66164,8.721273,13.12847,11.98405,11.92093,6.453139,8.015324,7.682167,9.003503,7.818705,7.243571,6.90001,9.510849,10.33332,10.09465,10.61549,10.59959,10.62461,8.213303,8.391928,9.660939,6.607227,7.273657,6.513378,15.11836,11.35509,11.99747,9.70362,10.04664,8.044647,12.2291,10.3761,5.905025,4.528052,4.70188,3.903535,3.101345,7.22119,6.994936,6.038208,8.97047,9.51976,9.392927,10.05235,8.900295,8.454151,20/04/2012 06:00:00
265615,8.644174,9.222156,8.120368,8.686605,5.595447,6.303021,4.741179,3.567082,6.067225,6.250883,5.237704,5.311988,5.407062,5.260041,10.25743,7.802543,12.82798,11.57924,11.52682,6.020274,7.665479,7.317819,8.422777,7.047766,6.610158,6.792292,8.972713,9.890823,9.565741,10.00693,9.875731,9.941386,7.731791,7.666748,8.452086,6.103501,6.983965,6.312579,14.84577,11.00761,11.04696,8.918316,9.379577,7.520722,11.57374,9.825377,5.395694,3.88858,3.818237,3.789883,2.71996,7.220277,7.106503,6.129606,8.756359,9.491257,9.571421,8.72985,8.446299,8.236666,20/04/2012 07:00:00
265616,8.400705,9.174009,8.106488,8.313828,4.488876,5.427226,3.804565,2.727069,5.64435,5.514954,4.567733,4.5748,4.202172,4.582977,9.847333,7.120027,12.19353,11.04358,10.93736,5.593452,7.520277,7.141757,7.583133,6.090896,5.974926,6.617649,8.377527,9.485937,9.195576,9.326406,9.131237,9.291535,6.551142,6.488396,7.503656,5.881244,6.901121,6.280569,14.53767,10.55553,10.17749,8.259718,9.010917,6.863755,10.84054,9.155096,4.918312,3.424169,3.198049,3.524091,2.349836,7.333672,7.353472,6.41997,8.879951,9.539462,9.788945,7.476295,7.94075,7.933653,20/04/2012 08:00:00
265617,8.639011,9.303404,8.34687,7.902399,4.250321,5.269919,3.873753,2.856111,6.122222,5.783011,4.802354,4.601675,4.078264,5.130791,9.462668,6.168042,11.53949,10.66172,10.45529,5.070366,7.554857,7.289375,7.313886,5.862413,5.839236,6.557172,7.987765,9.412585,8.986394,8.79209,8.648473,8.87716,6.298759,6.495562,7.53772,5.813883,6.82803,6.228548,14.10279,10.13231,9.440235,7.836163,8.816798,6.179992,10.16441,8.443428,4.667827,3.509833,3.378906,3.29858,2.277317,7.563351,7.733487,6.847696,9.252946,9.603789,9.909153,6.110842,7.280884,7.550399,20/04/2012 09:00:00
265618,8.971494,9.537371,8.87165,7.454524,4.112983,5.045505,4.06664,3.275114,6.826472,6.314821,5.186014,5.171836,4.813879,5.954979,9.141264,5.077344,11.02921,10.47248,10.26656,4.642282,7.784664,7.673721,7.55139,6.291245,6.053699,6.732669,8.076636,9.520057,8.800687,8.532475,8.473993,8.684165,6.895288,7.131466,7.893748,5.824909,6.722063,6.085214,13.486,9.743476,8.803473,7.569747,8.673075,5.659947,9.540454,7.727735,4.631637,3.85938,3.808518,3.315603,2.470318,7.858776,8.175133,7.290879,9.523367,9.648147,9.968296,4.736929,6.556742,7.015834,20/04/2012 10:00:00
265619,9.119208,9.987938,9.497354,6.918975,3.792325,4.693451,4.117971,3.627707,7.287452,6.7695,5.561305,5.508183,5.383029,6.496613,8.720576,4.113408,10.69678,10.29104,10.30281,4.419912,8.185348,8.134236,7.759945,6.594962,6.316305,7.080507,8.906223,9.591705,8.779691,8.483697,8.484205,8.745844,6.907843,7.285859,8.342296,5.819491,6.604392,6.002871,12.82827,9.382979,8.280137,7.342827,8.44665,5.333683,8.952363,7.176798,4.711438,4.274773,4.216946,3.529483,2.773332,8.024829,8.619071,7.777122,9.59072,9.632579,10.05366,3.2504,5.70961,6.3377,20/04/2012 11:00:00
265620,8.83705,10.4344,9.713429,6.188826,3.347988,4.444642,4.191272,3.889246,7.347729,6.931632,5.842635,5.585572,5.623422,6.746521,8.233016,3.36299,10.47888,10.13381,10.2692,4.343169,8.589726,8.546969,7.95686,6.856633,6.621352,7.512171,9.516343,9.554774,8.772001,8.747904,8.70711,8.982598,6.4857,7.239568,8.711602,5.912258,6.577079,6.05023,12.18742,9.009518,7.811643,7.029277,8.179516,5.095917,8.436518,6.734943,4.775405,4.532392,4.371567,3.823806,3.151363,8.238339,9.084612,8.330685,9.398039,9.508162,10.14457,2.106877,4.863942,5.683061,20/04/2012 12:00:00
265621,8.507936,10.804,9.887401,5.472591,2.97642,4.256053,4.27507,4.214351,7.306417,6.916045,6.01879,5.60403,5.813939,6.878105,7.778196,3.040106,10.30713,9.97815,10.06339,4.357004,8.884272,8.865233,8.155937,7.17445,6.941425,7.910569,9.525105,9.35902,8.628619,8.951867,9.024988,9.038132,6.098782,7.322354,8.847099,6.180161,6.72227,6.206083,11.50442,8.531127,7.425111,6.710526,7.977528,4.915103,7.997453,6.336544,4.657854,4.535765,4.342405,4.12348,3.617028,8.60579,9.548118,8.870599,8.975983,9.308502,10.17389,1.834701,4.137783,5.114379,20/04/2012 13:00:00
265622,8.685395,10.86942,10.1427,4.818128,2.552072,4.135881,4.353748,4.546273,7.288958,6.899819,6.076196,5.565072,5.928171,6.970192,7.46023,3.093497,10.30249,9.877447,9.9686,4.38366,9.094358,9.074492,8.293331,7.496252,7.261664,8.193315,9.351981,9.057981,8.24704,9.112598,9.054557,8.839535,5.707541,7.252999,8.763853,6.525492,6.931362,6.39194,10.83022,8.045709,7.156115,6.563598,7.905613,4.816785,7.634952,6.043294,4.318209,4.321846,4.207166,4.420223,4.16712,8.999726,9.937776,9.301144,8.439164,8.998882,10.08894,2.134811,3.639659,4.563167,20/04/2012 14:00:00
265623,9.353178,10.64524,10.09533,4.064729,2.274286,4.108627,4.472409,4.733127,7.317588,6.986644,6.07227,5.590698,5.948138,7.123822,7.282346,3.346282,10.5553,9.95338,9.884315,4.417685,9.338781,9.256783,8.307089,7.79322,7.592104,8.271257,8.775971,8.478635,7.568726,9.227024,8.892639,8.475984,5.283915,6.973808,8.550489,6.978191,7.176951,6.567746,10.23966,7.706382,6.999396,6.614395,7.923979,4.833094,7.387781,5.830478,3.877835,4.008722,3.966725,4.703356,4.840568,9.365281,10.27561,9.676024,7.864244,8.56014,9.908372,2.433325,3.236137,3.995567,20/04/2012 15:00:00
265624,9.793339,10.16646,9.661807,3.16849,2.185231,4.059655,4.599632,4.898822,7.367241,7.154964,6.108858,5.636531,5.983368,7.306756,7.047915,3.665631,10.61372,9.943743,9.603573,4.448802,9.647515,9.483369,8.324843,8.061249,7.919443,8.091276,7.91571,7.642236,6.694112,8.961477,8.501788,8.054422,4.774046,6.666882,8.110239,7.46168,7.402817,6.719845,9.877086,7.579755,6.895867,6.793035,7.994494,4.831499,7.30598,5.726132,3.446354,3.71357,3.739276,5.019016,5.691125,9.796091,10.58587,10.02268,7.262416,7.960639,9.528524,2.828025,2.682152,3.34016,20/04/2012 16:00:00
265625,9.691089,9.45975,9.033669,2.263327,2.235698,3.928719,4.746036,5.200169,7.408482,7.383027,6.29228,5.67649,6.111629,7.445713,6.696835,3.978431,10.31468,9.688633,9.240243,4.453087,9.838508,9.655913,8.469909,8.285797,8.163621,7.705012,7.114267,6.877732,6.006376,8.546183,7.988813,7.817192,4.414955,6.336522,7.536734,8.040249,7.621926,6.950045,9.806937,7.634005,6.903742,7.088179,8.249849,4.736122,7.395179,5.758014,3.212243,3.515198,3.727867,5.429177,6.663572,10.33121,10.88149,10.33401,6.512589,7.163591,8.965224,3.297764,2.316915,2.699077,20/04/2012 17:00:00
