,BE_VRE-ONS-LW_RG1_50,BE_VRE-ONS-LW_RG2_50,BE_VRE-ONS-LW_RG3_50,DE4-N_VRE-ONS-LW_RG2_50,DE4-N_VRE-ONS-LW_RG3_50,DE4-E_VRE-ONS-LW_RG1_50,DE4-E_VRE-ONS-LW_RG2_50,DE4-E_VRE-ONS-LW_RG3_50,DE4-S_VRE-ONS-LW_RG1_50,DE4-S_VRE-ONS-LW_RG2_50,DE4-S_VRE-ONS-LW_RG3_50,DE4-W_VRE-ONS-LW_RG1_50,DE4-W_VRE-ONS-LW_RG2_50,DE4-W_VRE-ONS-LW_RG3_50,DK1_VRE-ONS-LW_RG3_50,DK2_VRE-ONS-LW_RG3_50,EE_VRE-ONS-LW_RG1_50,EE_VRE-ONS-LW_RG2_50,EE_VRE-ONS-LW_RG3_50,FIN_VRE-ONS-LW_RG1_50,FIN_VRE-ONS-LW_RG2_50,FIN_VRE-ONS-LW_RG3_50,FR_VRE-ONS-LW_RG1_50,FR_VRE-ONS-LW_RG2_50,FR_VRE-ONS-LW_RG3_50,UK_VRE-ONS-LW_RG3_50,LT_VRE-ONS-LW_RG1_50,LT_VRE-ONS-LW_RG2_50,LT_VRE-ONS-LW_RG3_50,LV_VRE-ONS-LW_RG1_50,LV_VRE-ONS-LW_RG2_50,LV_VRE-ONS-LW_RG3_50,NL_VRE-ONS-LW_RG1_50,NL_VRE-ONS-LW_RG2_50,NL_VRE-ONS-LW_RG3_50,NO1_VRE-ONS-LW_RG1_50,NO1_VRE-ONS-LW_RG2_50,NO1_VRE-ONS-LW_RG3_50,NO2_VRE-ONS-LW_RG2_50,NO2_VRE-ONS-LW_RG3_50,NO3_VRE-ONS-LW_RG2_50,NO3_VRE-ONS-LW_RG3_50,NO4_VRE-ONS-LW_RG2_50,NO4_VRE-ONS-LW_RG3_50,NO5_VRE-ONS-LW_RG2_50,NO5_VRE-ONS-LW_RG3_50,PL_VRE-ONS-LW_RG1_50,PL_VRE-ONS-LW_RG2_50,PL_VRE-ONS-LW_RG3_50,SE1_VRE-ONS-LW_RG2_50,SE1_VRE-ONS-LW_RG3_50,SE2_VRE-ONS-LW_RG1_50,SE2_VRE-ONS-LW_RG2_50,SE2_VRE-ONS-LW_RG3_50,SE3_VRE-ONS-LW_RG1_50,SE3_VRE-ONS-LW_RG2_50,SE3_VRE-ONS-LW_RG3_50,SE4_VRE-ONS-LW_RG1_50,SE4_VRE-ONS-LW_RG2_50,SE4_VRE-ONS-LW_RG3_50,Time
268206,9.232799,9.334754,8.540915,5.49108,6.835739,6.084921,7.930513,6.96217,6.533851,6.481856,6.156754,6.977746,7.634885,7.249283,6.181829,5.809407,6.177475,5.93237,5.891717,4.844254,4.253086,3.868947,8.220537,7.679674,6.184356,5.174906,9.450794,10.16563,10.12938,8.766018,7.870665,6.906789,6.750107,8.534122,9.311486,2.152694,2.63524,2.226274,4.927914,3.244798,1.961166,1.61025,2.917338,3.100302,2.159352,2.60231,8.311215,8.285055,8.173747,2.645717,2.957962,3.611172,3.201558,2.803383,5.543106,4.524027,2.928816,9.874104,8.988479,8.210157,06/08/2012 06:00:00
268207,8.465214,8.942308,8.365698,5.63662,6.50727,6.100024,7.452336,6.075854,5.712903,5.619673,5.242158,6.126956,6.662033,6.624454,5.613309,3.913418,5.607255,4.736904,4.509907,4.204853,3.968423,3.607807,7.938654,7.198234,5.508115,4.971525,8.510453,9.517002,9.526606,7.628332,6.791034,5.913983,6.958398,7.899815,8.500545,1.94127,2.029062,1.667104,4.650824,3.140262,1.43257,1.187018,2.536918,2.961062,2.038839,2.192204,7.465058,7.015174,6.744229,2.401638,2.248029,2.735278,2.076579,1.610877,4.985963,3.830846,2.072345,8.167813,8.166483,7.956493,06/08/2012 07:00:00
268208,8.852669,9.013378,8.677947,6.409873,6.57885,6.555474,7.269734,5.855983,5.610716,5.369544,4.921618,6.02627,6.43722,6.600657,5.596056,3.152751,5.880541,4.812623,4.686198,3.997724,4.170362,3.866011,7.854665,7.005151,4.991296,4.5346,8.484386,9.645434,9.566347,7.800257,7.214298,6.557622,7.407618,7.820474,8.482121,1.685702,1.678501,1.369556,3.916281,2.961337,1.1262,1.097778,2.516549,3.063117,1.816859,1.637436,7.405378,6.552722,6.106742,2.39807,2.100281,2.440454,1.863616,1.434023,4.458721,3.625366,2.010286,5.896134,7.059836,7.810903,06/08/2012 08:00:00
268209,9.664214,9.197368,9.120385,7.536202,6.885139,7.289233,7.422333,5.90664,6.055454,5.532222,5.114482,6.534308,7.029643,7.080673,5.690691,3.154766,6.3724,5.289976,5.311074,4.093686,4.457138,4.214132,7.925604,7.111832,5.109133,4.400892,8.595696,9.9818,9.908767,8.626493,8.313519,7.952886,8.474607,8.697411,9.076237,1.667867,1.730216,1.38666,3.530679,3.266912,1.232664,1.331913,2.709319,3.221214,1.853593,1.536173,7.796444,6.542867,6.235776,2.438202,2.182797,2.447928,1.906359,1.496234,4.51913,3.971539,2.373631,4.596052,6.471961,7.309282,06/08/2012 09:00:00
268210,9.826488,9.609421,9.435869,8.164806,6.994328,7.893734,7.606666,6.097521,6.634121,5.851332,5.346448,7.297342,7.935959,7.79371,5.760052,3.60647,6.837058,5.789947,5.962092,4.280401,4.582454,4.420621,8.050776,7.34913,5.471085,4.688598,8.887722,10.37528,10.26914,9.324306,9.321333,9.378615,9.580349,9.735446,9.709466,1.766079,1.943047,1.551062,3.433099,3.50098,1.576055,1.623994,2.924054,3.386172,1.925092,1.556182,8.146512,6.6536,6.532692,2.592113,2.313571,2.621789,1.905166,1.578444,4.792398,4.378272,2.758292,4.764381,6.302323,6.771993,06/08/2012 10:00:00
268211,9.777469,9.954179,9.622613,8.174869,6.99275,8.240591,7.747924,6.596426,7.135241,6.183049,5.576663,8.128195,8.908115,8.637239,5.824302,5.143069,7.563015,6.553093,6.800228,4.366809,4.549827,4.470304,8.388399,7.696322,5.82427,5.158181,9.382592,10.81861,10.75152,9.703815,9.990638,10.29851,10.29185,10.31097,10.16893,2.080656,2.306234,1.811317,3.455149,3.526787,2.042111,1.982346,3.048285,3.610567,2.129169,1.88431,8.406313,6.814491,6.736594,2.842902,2.442575,2.776898,1.980141,1.72747,4.956655,4.663024,3.114918,5.296339,5.715841,6.310443,06/08/2012 11:00:00
268212,9.95297,10.20502,9.748778,8.032489,7.349167,8.372451,7.975853,7.192699,7.603671,6.493158,5.702693,8.955565,9.752259,9.404453,6.275665,6.664939,8.651981,7.499538,7.698938,4.30139,4.491769,4.46025,8.725996,8.040382,6.124475,5.649497,10.11849,11.02187,10.94825,10.0167,10.45806,10.8938,10.65563,10.51411,10.48729,2.44154,2.653281,2.009327,3.374273,3.390486,2.746891,2.517571,3.204578,3.842377,2.563614,2.471344,8.581898,6.944553,6.884283,3.048882,2.466775,2.76182,2.044273,1.794359,4.986793,4.831315,3.309891,6.333224,5.422154,5.851019,06/08/2012 12:00:00
268213,10.24564,10.48641,9.831975,8.330726,8.50782,8.291265,8.290176,7.722807,8.017215,6.815636,5.728319,9.48908,10.24105,9.874373,7.296399,7.915126,9.83038,8.543276,8.676354,4.170028,4.424371,4.45666,8.892928,8.323578,6.311146,6.057726,10.61107,10.83635,10.68879,10.64593,10.84509,11.2587,10.87638,10.51569,10.58395,2.53024,2.647066,2.00946,3.120958,3.068637,3.546898,3.150164,3.356815,4.036178,2.998426,3.012215,8.650594,6.956892,7.028889,3.088753,2.363294,2.665425,2.13232,1.836428,4.803626,4.900978,3.417423,7.308151,5.63502,6.268741,06/08/2012 13:00:00
268214,10.44574,10.53882,9.921146,9.355145,9.463861,8.22146,8.598173,8.098163,8.201104,7.116133,5.750221,9.600869,10.356,9.995094,8.392278,9.154261,10.84391,9.61689,9.83343,4.070157,4.342188,4.466077,8.963447,8.52231,6.415495,6.393295,10.35349,10.27988,9.934455,11.31567,11.15933,11.40584,10.78509,10.37879,10.36325,2.264261,2.257587,1.826593,2.699647,2.689057,4.233722,3.694992,3.452075,4.223094,3.232319,3.360536,8.507578,6.869316,7.205313,3.002012,2.222424,2.53515,2.156902,1.865256,4.623233,4.925075,3.499625,7.969975,5.500078,6.952405,06/08/2012 14:00:00
268215,10.47086,10.4405,9.942854,10.12271,9.499095,8.216641,8.746483,8.289649,8.40294,7.437759,5.871293,9.601501,10.24976,9.964894,8.912494,10.12776,11.44009,10.49215,10.83467,4.003302,4.285373,4.522671,8.970434,8.642661,6.469856,6.71673,9.872352,9.281875,8.827554,11.91942,11.46486,11.4714,10.46329,10.10794,9.949962,1.957083,1.952965,1.71098,2.364778,2.667733,4.853517,4.095225,3.549854,4.413651,3.588115,3.757374,8.147947,6.770142,7.261884,2.894751,2.033475,2.432684,2.105703,1.883192,4.800976,4.870695,3.348036,9.102654,5.81093,6.801207,06/08/2012 15:00:00
268216,10.63131,10.41206,9.928115,10.08,9.189637,8.333203,8.77044,8.449062,8.695001,7.726634,6.190583,9.591229,9.99054,9.855895,8.814863,10.29133,12.21501,11.21737,11.48787,4.012414,4.24705,4.664665,8.958825,8.674295,6.508327,7.02792,9.124802,8.093071,7.674656,11.95459,11.70158,11.50941,9.951386,9.650038,9.463418,1.835297,1.921397,1.807528,2.201143,2.637699,5.332092,4.480474,3.612401,4.601556,4.039578,4.27168,7.621107,6.678627,7.204159,2.795096,1.804341,2.399204,2.186547,1.978865,4.397699,4.668152,3.094122,9.90817,7.148307,6.143529,06/08/2012 16:00:00
268217,10.77091,10.46753,9.828246,9.797219,8.836106,8.630694,8.791463,8.528239,8.778854,7.862924,6.736825,9.286688,9.550709,9.622128,8.557986,9.844012,13.19419,12.09167,11.84769,4.109691,4.452737,4.92768,8.896577,8.603146,6.507326,7.268889,8.09407,7.224213,6.761365,11.59395,11.57765,11.31289,9.183324,9.065824,9.026421,1.592944,1.94559,1.952162,2.024051,2.169227,5.581424,4.79448,3.74796,4.727637,4.300613,4.611612,7.237926,6.667941,7.247916,2.825197,1.602922,2.355802,2.38963,2.190952,3.540511,4.573886,3.239926,10.1922,8.132292,5.769574,06/08/2012 17:00:00
268218,10.78551,10.40088,9.645684,9.711331,8.5922,8.901034,8.82527,8.573465,8.802695,8.023317,7.407795,8.952046,9.097618,9.371243,8.293681,9.456379,13.97632,12.84911,11.76872,4.516367,5.049207,5.487974,8.692204,8.433484,6.5068,7.413659,7.747953,7.071479,6.565908,11.46871,11.23651,10.84837,8.609379,8.687057,8.743407,1.498725,1.978166,2.121091,1.96818,2.086266,5.75462,5.015512,4.072001,4.835834,4.39377,4.734478,7.13357,6.894723,7.499621,3.232955,1.693506,2.587513,2.710241,2.60456,3.100379,4.468953,3.79819,10.41471,8.037606,5.784155,06/08/2012 18:00:00
268219,10.97156,10.45942,9.69615,10.00678,8.707818,9.208067,8.986221,8.85788,9.154238,8.537126,8.032106,8.953723,8.959987,9.400778,8.230194,9.47733,14.5721,13.13068,11.43165,5.312713,5.908453,6.261775,8.537064,8.354018,6.743939,7.618204,8.093991,7.702023,6.861167,11.48326,10.89662,10.30684,8.541662,8.804573,8.764809,1.718895,2.072957,2.238025,2.492783,2.940836,6.03311,5.352762,4.768882,5.043874,4.398738,4.914621,7.14814,7.224915,7.784125,4.163489,2.240121,3.428002,3.080514,3.043637,3.073583,4.440748,4.224407,10.7871,8.170341,6.310794,06/08/2012 19:00:00
268220,11.2674,10.80909,9.982067,10.46521,9.297928,9.735181,9.400158,9.331754,9.859962,9.389944,8.549913,9.219254,9.210141,9.700777,8.345057,10.0614,14.6926,13.14605,11.34361,6.297071,6.667027,6.933555,8.653749,8.480678,7.107864,8.025442,8.306983,8.31397,7.083264,11.57974,10.55212,9.791292,8.617014,9.097164,9.347542,2.030521,2.242356,2.317769,3.526312,4.214711,6.462597,5.920805,5.715497,5.280771,4.575377,5.405314,7.298227,7.574265,7.836091,5.435071,2.955058,4.650673,3.425605,3.243661,3.325809,4.822214,4.29751,10.93917,9.102252,7.534961,06/08/2012 20:00:00
268221,11.49904,11.08527,10.16744,11.04435,10.01726,10.22253,9.990723,9.829104,10.55256,10.08993,9.02784,9.668495,9.629715,9.925943,8.363478,10.6552,14.554,12.88711,11.56095,6.979167,7.175188,7.270988,8.798308,8.64782,7.286958,8.44458,8.476718,8.362783,7.254874,11.45558,10.23996,9.397391,8.500642,9.197047,10.32298,2.607469,2.533002,2.471682,4.27269,5.228528,6.809502,6.369417,6.20148,5.444186,4.833711,5.814377,7.632726,7.805549,7.808101,6.602389,3.508811,5.86978,3.960683,3.605127,3.660117,5.116293,4.179135,11.03098,9.89393,8.628438,06/08/2012 21:00:00
268222,11.63228,11.13031,10.15675,11.40543,10.51887,10.58163,10.484,10.19064,10.8406,10.33694,9.335382,10.04277,9.953386,9.966496,8.465576,10.85897,14.22382,12.54001,11.72114,6.997291,7.545965,7.476045,8.798456,8.734995,7.254693,8.599067,8.749398,8.165929,7.341925,11.09625,9.94765,9.070865,8.432211,9.438645,11.12206,3.433966,2.849144,2.615341,4.697565,5.693964,6.841922,6.367002,5.965924,5.53062,4.758554,5.539225,7.826412,7.878124,7.843516,7.360444,4.030859,6.808588,4.645857,4.281742,4.171779,5.15885,3.892486,11.24984,10.08876,9.132706,06/08/2012 22:00:00
268223,11.57794,11.10868,10.03796,11.31554,10.57397,10.92545,10.73541,10.22332,10.77535,10.25632,9.33599,10.13596,10.14642,9.948595,8.748729,10.81786,13.54803,12.26462,11.59222,6.689128,7.881945,7.799157,8.733791,8.736006,7.070436,8.527133,8.889347,8.013947,7.087791,10.69045,9.672483,8.784376,8.806755,10.05704,11.4207,4.399819,3.157108,2.747178,5.117686,5.845325,6.610668,6.075276,5.287073,5.461143,4.355835,4.796686,7.73523,7.997563,7.848786,7.76167,4.802973,7.106603,5.055046,4.731922,4.689193,5.083696,3.624716,11.19209,9.908463,9.207092,06/08/2012 23:00:00
268224,11.35127,11.08659,9.930657,10.86507,10.21019,11.12958,10.80072,10.01285,10.5513,10.0716,9.185503,10.11594,10.35375,9.915372,8.951911,10.53683,12.58902,11.9065,11.44822,6.530465,8.179564,8.2855,8.586045,8.63331,6.804492,8.40489,8.831827,7.872042,6.868566,10.35252,9.321877,8.4533,9.535267,10.64604,11.40546,5.455173,3.500628,2.992059,5.401347,5.872987,6.278378,5.684318,4.452778,5.221211,4.064036,4.229134,7.529852,8.070368,7.862779,7.973336,5.529857,6.975874,5.187589,4.936309,4.893884,4.922745,3.551418,10.75878,9.686812,9.113937,07/08/2012 00:00:00
268225,11.0938,10.99985,9.924235,10.17003,9.669035,11.1528,10.74367,9.810459,10.33741,9.934457,9.049289,10.16616,10.59439,9.821628,9.057359,10.02931,11.69239,11.4707,11.26176,6.511175,8.462553,8.989195,8.332791,8.441952,6.521248,8.251941,8.40869,7.797725,6.915791,9.926471,8.990117,8.21079,10.09873,10.85092,11.41943,6.36009,3.923929,3.378378,5.707727,5.835588,5.989071,5.409485,3.783483,4.888123,4.204279,4.122866,7.33982,7.988586,7.891098,8.062244,6.037214,6.880998,5.441629,5.30633,5.290639,4.92695,3.558989,10.21939,9.471678,9.054686,07/08/2012 01:00:00
268226,10.90488,10.79066,9.827471,9.612514,9.296093,11.07341,10.63847,9.629305,10.24691,9.856351,8.917552,10.45851,10.76098,9.647179,9.19704,9.722037,10.6981,10.84863,10.78249,6.559079,9.023636,9.665259,8.053251,8.158226,6.241636,8.020576,8.06088,7.645451,6.827824,9.058337,8.615307,8.116781,10.11224,10.78762,11.3912,6.930261,4.34251,3.808306,6.113611,6.007555,5.812459,5.346838,3.520125,4.508305,4.546082,4.293828,7.332672,7.798219,7.887686,8.146202,6.634845,6.881255,5.920434,5.910168,5.933439,5.179442,3.597646,9.7472,9.190114,9.003962,07/08/2012 02:00:00
268227,10.50735,10.43349,9.564836,9.138778,9.068419,10.83496,10.48885,9.502153,10.12546,9.74948,8.746542,10.64057,10.86565,9.480431,9.241355,9.777236,9.625037,10.15037,10.05373,6.796237,9.66089,10.08429,7.830035,7.81509,5.967709,7.702288,8.07042,7.274556,6.543406,8.002972,7.991586,7.895258,10.02209,10.70204,11.1677,7.337921,4.659389,4.173847,6.402025,6.258506,5.727875,5.351573,3.552891,4.127377,4.82197,4.397578,7.617151,7.688479,7.984991,8.206526,7.143646,6.916409,6.384638,6.493866,6.340379,5.443868,3.667812,9.454953,8.950356,8.912371,07/08/2012 03:00:00
268228,10.00655,10.11014,9.356962,8.633161,8.852839,10.55689,10.29803,9.511249,9.897038,9.625821,8.590112,10.67039,10.95381,9.403357,9.248781,9.799392,8.715071,9.377566,9.008756,6.988316,10.03539,10.18586,7.650284,7.478522,5.743428,7.4235,8.386108,7.134268,6.497246,7.470363,7.252705,7.345631,10.0037,10.67248,10.85102,7.807191,4.969316,4.454368,6.651165,6.379585,5.724532,5.311491,3.854868,3.892443,4.897978,4.384674,8.12842,7.865452,8.260695,7.877513,7.099509,7.005602,6.622893,6.730494,6.585601,5.592876,3.777421,9.457546,8.843449,8.76784,07/08/2012 04:00:00
268229,9.785372,9.926253,9.167992,8.225128,8.589232,10.12287,9.916415,9.224871,9.606744,9.452102,8.36316,10.66914,10.83738,9.337399,9.170229,9.569963,8.008004,8.368912,7.763773,6.89874,10.12051,10.10249,7.46677,7.141187,5.599,7.289722,8.441689,7.103822,6.571409,7.19169,6.374192,6.457901,9.75034,10.43277,10.58382,8.096206,5.17549,4.643944,6.827744,6.430515,5.593588,5.056861,3.696379,3.722269,4.753409,4.172719,8.396886,7.997261,8.242821,7.107723,6.630812,6.968257,6.36278,6.175693,6.673539,5.631747,3.838751,9.426013,8.675939,8.362739,07/08/2012 05:00:00
268230,9.331432,9.480843,8.779038,7.99009,8.136993,9.213113,9.100905,8.196932,8.786104,8.467382,7.332285,10.24955,10.37513,8.818885,8.813657,9.151444,7.823482,7.574119,6.795479,6.861666,10.01154,10.14159,7.164458,6.609822,5.407367,6.986963,7.498927,6.484084,6.107222,6.963506,5.692099,5.708383,9.298608,9.871834,10.07742,7.92043,4.897305,4.408262,6.603928,6.005298,5.254761,4.550012,3.180374,3.569427,4.012601,3.373048,7.942827,7.671113,7.707485,6.366576,6.326121,6.396506,5.582872,5.142685,6.309091,5.355259,3.456781,9.300117,8.408361,7.84701,07/08/2012 06:00:00
268231,8.533054,8.807937,8.296679,7.941395,7.881806,8.506371,8.572512,7.539165,7.685246,7.174926,6.033355,9.700264,9.977675,8.162633,8.550862,8.889524,8.103194,7.113606,6.299042,6.920967,9.944522,10.3056,6.432771,5.581176,4.754173,6.160473,7.051079,6.170041,5.575789,7.14222,5.578157,5.244233,8.88654,9.357655,9.400448,7.552196,4.403169,3.951827,6.100018,5.033684,4.912108,4.150103,3.319573,3.616494,3.144983,2.641422,7.661453,7.460721,7.530469,6.008539,6.564679,5.779896,4.974208,4.487167,5.821656,4.964167,3.039971,9.329839,8.162233,7.584899,07/08/2012 07:00:00
268232,8.247762,8.497043,8.062556,8.136952,7.987796,8.44325,8.610295,7.713674,7.260412,6.750737,5.627967,9.513831,9.848127,8.040679,8.654181,8.941196,8.247863,6.733594,5.978892,7.036027,10.0795,10.37873,5.433782,4.588946,3.844004,5.348932,7.872481,6.488934,5.50381,7.597762,5.876674,4.914909,8.863674,9.215329,9.244962,7.281708,4.20647,3.743671,5.77406,4.293489,4.784264,4.110597,3.924678,3.81605,3.128581,2.784484,8.081952,7.575562,7.642643,6.029207,7.015874,5.74875,4.853088,4.369735,5.888175,4.951059,3.08984,9.257053,8.048057,7.49562,07/08/2012 08:00:00
268233,8.458101,8.554556,8.161702,8.482898,8.241643,8.674264,8.809702,8.087639,7.434018,6.91684,5.871442,9.619215,9.782716,8.252033,8.992574,9.172123,8.064611,6.293987,5.691898,7.382536,10.29565,10.37117,5.094193,4.362567,3.497309,5.074756,8.825069,6.727042,5.729055,8.198555,6.576301,5.057301,9.240265,9.406905,9.409988,6.841584,4.196526,3.718958,5.818947,4.025745,4.984641,4.318693,4.599898,4.075706,3.66197,3.389652,8.535007,7.777203,7.516927,6.163299,7.274259,5.731125,4.898988,4.51887,6.298586,5.197453,3.320161,9.284012,8.261218,7.657502,07/08/2012 09:00:00
268234,8.695213,8.590671,8.344135,8.906846,8.632641,9.030832,9.148272,8.639588,7.855159,7.245031,6.233522,9.775208,9.888739,8.581581,9.42372,9.487331,7.713549,5.925891,5.715059,7.796763,10.34911,10.30504,5.338097,4.586802,3.637881,5.114754,9.346883,7.13576,6.380013,8.904129,7.403232,5.584825,9.735912,9.760568,9.504318,6.3288,4.228865,3.763802,6.054875,3.945236,5.372,4.671227,5.269265,4.445698,4.307484,4.141093,8.917587,8.276256,7.576812,6.174616,7.410828,5.537797,4.959026,4.669073,6.733675,5.493006,3.56426,9.611863,8.667906,8.172506,07/08/2012 10:00:00
268235,9.033467,8.559093,8.410948,9.42077,9.12025,9.306966,9.424432,9.15939,8.25414,7.539584,6.449677,9.912095,10.21416,8.859776,9.816197,10.11076,7.440488,5.897155,6.070442,8.229805,10.20601,10.10562,5.5589,4.79749,3.772163,5.203767,9.717808,7.760024,7.016072,9.163897,7.781682,6.018327,10.10461,10.03831,9.486475,5.935841,4.125463,3.766213,6.566731,4.186067,5.809355,5.135326,5.856024,4.94588,4.9332,4.935152,9.176657,8.764861,7.939454,6.123123,7.530772,5.624728,5.027209,4.772797,7.194651,5.739652,3.828772,9.980458,8.975911,8.623194,07/08/2012 11:00:00
268236,9.26538,8.64122,8.409565,9.634171,9.198539,9.331493,9.589736,9.421591,8.448931,7.723357,6.54625,10.05054,10.57081,9.001834,10.06847,11.07172,7.505579,6.066559,6.419311,8.558436,10.00913,9.73277,5.704111,4.918506,3.824252,5.287386,10.1892,8.385669,7.545702,9.109704,7.831321,6.316648,10.21636,10.0459,9.40037,5.564683,3.818264,3.667846,7.472784,4.881459,6.234597,5.65089,6.329481,5.487556,5.554823,5.716545,9.25695,8.995974,8.277445,6.048266,7.619927,6.046369,5.138144,4.894275,7.462648,5.929118,4.089102,10.43773,9.13884,8.76213,07/08/2012 12:00:00
268237,9.279039,8.759373,8.382609,9.462619,9.089184,9.170174,9.754162,9.465739,8.514198,7.768975,6.578888,10.02811,10.72932,9.05331,10.38437,11.95296,7.684813,6.321369,6.716207,8.755361,9.83726,9.315898,5.724072,4.909197,3.836195,5.457925,10.66218,9.069248,8.137842,9.385119,7.993093,6.660764,10.16984,9.832227,9.3214,5.382141,3.596687,3.514848,8.526746,5.751153,6.610198,6.148462,6.746086,6.025562,6.192354,6.408638,9.230165,9.107505,8.408178,5.932736,7.618985,6.627235,5.27535,5.068185,7.605185,6.079812,4.255342,11.18416,9.237646,8.71086,07/08/2012 13:00:00
268238,9.207973,8.753513,8.310244,9.246501,8.935113,9.029669,9.903305,9.447576,8.490609,7.702074,6.547174,9.807475,10.59601,9.021506,10.77816,12.44504,7.972414,6.757077,7.193747,8.895515,9.576417,9.024306,5.598033,4.774401,3.844925,5.678684,11.04286,9.770177,8.715338,10.06381,8.488378,7.330154,10.14468,9.536469,9.120032,5.472183,3.668506,3.403496,9.336808,6.43466,6.887714,6.462789,7.121891,6.527843,6.79212,6.961583,9.001966,9.124077,8.375579,5.786375,7.535218,7.209064,5.453266,5.324686,7.624644,6.121756,4.196196,11.97773,9.260803,8.457792,07/08/2012 14:00:00
268239,9.106267,8.571221,8.135629,9.126328,8.584725,8.899996,9.901374,9.389174,8.449196,7.581403,6.443573,9.623816,10.21767,8.899103,11.05038,12.34085,8.629104,7.472408,7.910529,9.008273,9.190295,8.854198,5.34476,4.576945,3.868047,5.874282,11.34812,10.23582,9.212838,10.78583,9.182956,8.13821,10.01784,9.206104,8.751247,5.713332,3.949806,3.494532,9.698047,6.918568,7.056006,6.624814,7.435081,6.927334,7.203459,7.367769,8.543628,9.007131,8.216152,5.727187,7.456029,7.734672,5.687948,5.569109,7.554701,6.005997,3.98068,12.26337,9.243618,8.038066,07/08/2012 15:00:00
268240,8.942972,8.230502,7.836558,9.084256,8.446106,8.83208,9.757521,9.232763,8.331905,7.4374,6.331229,9.407234,9.662424,8.679749,11.17202,11.7698,9.411609,8.317344,8.618853,9.242766,8.789042,8.703637,4.942023,4.35995,3.912637,5.961061,11.29493,10.41264,9.384118,11.23444,9.68447,8.76427,9.550933,8.739744,8.35326,6.053995,4.333188,3.825042,9.895591,7.370261,7.078673,6.712811,7.631168,7.130129,7.300647,7.505498,7.991737,8.773828,7.990674,5.875654,7.375365,8.167,5.934227,5.763049,7.601492,5.824469,3.832057,11.87368,9.219837,7.760666,07/08/2012 16:00:00
268241,8.70417,7.862341,7.429073,8.935636,8.408493,8.865445,9.522607,8.928317,8.068361,7.257386,6.217152,8.994273,9.057849,8.359322,11.08743,11.18833,10.14352,9.132071,9.156228,9.450462,8.474859,8.571663,4.463645,4.138082,3.952056,5.92897,10.81421,10.45462,9.474404,11.49135,10.07056,9.376824,8.838414,8.232387,8.032618,6.638084,4.699989,4.218457,10.07514,7.783321,7.007092,6.695173,7.721237,7.109175,7.254389,7.413259,7.555429,8.514708,7.77413,6.123313,7.333583,8.508027,6.201384,6.001729,7.696122,5.718424,3.886978,11.19292,9.23025,7.79246,07/08/2012 17:00:00
268242,8.456869,7.581531,6.944092,8.552909,8.350141,8.964481,9.312061,8.73642,7.908074,7.192712,6.274746,8.444365,8.566751,8.09968,10.89614,10.91769,10.74731,9.769838,9.575349,9.539729,8.412344,8.627906,4.098698,4.006947,4.076781,5.858049,10.75265,10.65233,9.702914,11.85232,10.65238,10.0526,8.266068,7.958066,7.749511,7.52492,5.188232,4.692776,10.16853,8.166577,6.844455,6.574545,7.599612,7.005817,7.289989,7.344667,7.450494,8.47067,7.711668,6.435891,7.400671,8.854522,6.665598,6.427002,7.807095,5.810781,4.123152,10.84344,9.403128,8.108274,07/08/2012 18:00:00
268243,8.377337,7.54237,6.757346,8.291769,8.320932,9.371729,9.379018,8.909842,8.167566,7.456029,6.670778,8.190184,8.445798,8.131372,10.79872,10.95446,11.20253,10.19971,9.970985,9.679223,8.589898,8.84533,3.989804,4.155945,4.404701,5.863012,11.12409,10.88642,9.916537,12.28277,11.20144,10.66089,8.05103,8.030778,7.712582,8.586304,6.086189,5.608674,10.17379,8.58452,6.6526,6.440327,7.433021,7.043723,7.524562,7.492207,7.853978,8.693093,7.818252,6.952824,7.691128,9.348142,7.430532,7.157205,8.070244,6.138054,4.515189,11.14285,9.809896,8.625239,07/08/2012 19:00:00
268244,8.618715,7.72792,7.00278,8.234829,8.06824,9.963486,9.722812,9.272362,8.630731,7.838115,7.135181,8.298172,8.719691,8.370613,10.83671,11.22251,11.354,10.45143,10.33226,9.835689,8.796545,9.057621,4.059378,4.418567,4.791347,6.109411,11.29127,10.87794,9.884078,12.45877,11.4094,10.92281,8.130473,8.250394,7.89971,9.491181,7.102187,6.946483,10.08612,9.110149,6.52984,6.396359,7.464029,7.237155,7.858451,7.751509,8.672861,8.980034,7.976943,7.569221,8.159,9.916572,8.320391,8.021335,8.491166,6.553078,5.13343,11.69269,10.2269,9.064315,07/08/2012 20:00:00
268245,8.85846,7.915501,7.298111,8.086052,7.661244,10.20666,9.956421,9.536633,8.769937,7.998413,7.32875,8.487446,9.047141,8.537007,10.97096,11.50563,11.01124,10.58208,10.6012,9.968559,8.921095,9.170934,4.171324,4.53291,5.04252,6.417671,11.10756,10.68306,9.62739,12.36618,11.24411,10.75487,8.193887,8.312896,8.046295,9.831602,7.902165,8.147551,9.952275,9.512255,6.280828,6.218115,7.249873,7.242615,7.906662,7.677854,9.462816,9.206373,8.121271,8.027328,8.544578,10.24116,8.94787,8.632427,8.763732,6.921666,5.886245,11.98473,10.44905,9.279529,07/08/2012 21:00:00
