,BE_VRE-ONS_RG1_20-30,BE_VRE-ONS_RG2_20-30,BE_VRE-ONS_RG3_20-30,DE4-N_VRE-ONS_RG1_20-30,DE4-N_VRE-ONS_RG2_20-30,DE4-N_VRE-ONS_RG3_20-30,DE4-E_VRE-ONS_RG1_20-30,DE4-E_VRE-ONS_RG2_20-30,DE4-E_VRE-ONS_RG3_20-30,DE4-S_VRE-ONS_RG1_20-30,DE4-S_VRE-ONS_RG2_20-30,DE4-S_VRE-ONS_RG3_20-30,DE4-W_VRE-ONS_RG1_20-30,DE4-W_VRE-ONS_RG2_20-30,DE4-W_VRE-ONS_RG3_20-30,DK1_VRE-ONS_RG1_20-30,DK1_VRE-ONS_RG2_20-30,DK1_VRE-ONS_RG3_20-30,DK2_VRE-ONS_RG1_20-30,DK2_VRE-ONS_RG2_20-30,DK2_VRE-ONS_RG3_20-30,EE_VRE-ONS_RG1_20-30,EE_VRE-ONS_RG2_20-30,EE_VRE-ONS_RG3_20-30,FIN_VRE-ONS_RG1_20-30,FIN_VRE-ONS_RG2_20-30,FIN_VRE-ONS_RG3_20-30,FR_VRE-ONS_RG1_20-30,FR_VRE-ONS_RG2_20-30,FR_VRE-ONS_RG3_20-30,UK_VRE-ONS_RG1_20-30,UK_VRE-ONS_RG2_20-30,UK_VRE-ONS_RG3_20-30,LT_VRE-ONS_RG1_20-30,LT_VRE-ONS_RG2_20-30,LT_VRE-ONS_RG3_20-30,LV_VRE-ONS_RG1_20-30,LV_VRE-ONS_RG2_20-30,LV_VRE-ONS_RG3_20-30,NL_VRE-ONS_RG1_20-30,NL_VRE-ONS_RG2_20-30,NL_VRE-ONS_RG3_20-30,NO1_VRE-ONS_RG1_20-30,NO1_VRE-ONS_RG2_20-30,NO1_VRE-ONS_RG3_20-30,NO2_VRE-ONS_RG1_20-30,NO2_VRE-ONS_RG2_20-30,NO2_VRE-ONS_RG3_20-30,NO3_VRE-ONS_RG1_20-30,NO3_VRE-ONS_RG2_20-30,NO3_VRE-ONS_RG3_20-30,NO4_VRE-ONS_RG1_20-30,NO4_VRE-ONS_RG2_20-30,NO4_VRE-ONS_RG3_20-30,NO5_VRE-ONS_RG1_20-30,NO5_VRE-ONS_RG2_20-30,NO5_VRE-ONS_RG3_20-30,PL_VRE-ONS_RG1_20-30,PL_VRE-ONS_RG2_20-30,PL_VRE-ONS_RG3_20-30,SE1_VRE-ONS_RG1_20-30,SE1_VRE-ONS_RG2_20-30,SE1_VRE-ONS_RG3_20-30,SE2_VRE-ONS_RG1_20-30,SE2_VRE-ONS_RG2_20-30,SE2_VRE-ONS_RG3_20-30,SE3_VRE-ONS_RG1_20-30,SE3_VRE-ONS_RG2_20-30,SE3_VRE-ONS_RG3_20-30,SE4_VRE-ONS_RG1_20-30,SE4_VRE-ONS_RG2_20-30,SE4_VRE-ONS_RG3_20-30,Time
264279,8.631337,8.215055,7.97067,13.94366,13.29162,13.09473,13.65375,12.66963,11.88779,9.69943,9.414882,8.689137,11.95665,11.27658,9.506428,16.79223,15.00379,14.55967,13.82298,12.61908,12.06087,3.195245,3.236645,3.115978,4.132258,2.774262,1.754316,5.038045,4.238764,3.50197,15.11875,10.93036,8.972116,8.099816,6.572152,6.646945,5.987087,5.159283,4.447649,12.06471,10.41494,9.18131,13.35975,10.42209,8.40666,20.65988,18.4106,14.33354,18.93452,13.95774,12.99417,10.8383,9.414193,7.202187,20.16384,17.96094,15.48391,13.33161,12.79089,12.40474,9.139887,5.279843,4.257005,9.900957,7.91177,6.406345,11.07182,8.714586,7.998483,14.34496,12.36428,11.82339,24/02/2012 15:00:00
264280,8.440479,8.257894,8.111705,14.06247,13.36007,12.97068,13.50949,12.60276,11.84184,9.912446,9.545889,8.839482,11.90542,11.2448,9.622748,17.06756,15.00584,14.42208,13.78772,12.60608,11.95499,3.441962,3.185678,3.201452,4.273547,3.264465,2.214866,5.012985,4.484496,3.663284,14.6511,10.55009,8.750605,8.453502,6.811584,6.89208,6.434909,5.302575,4.424057,11.71566,10.28766,9.126146,13.58373,10.81182,8.802544,21.00029,18.62841,14.42494,18.60256,13.77571,12.72028,10.29776,9.127274,7.080328,21.10089,18.98528,16.31323,13.53848,12.72519,12.24237,9.035755,5.374629,4.741644,9.986998,8.046839,6.578689,11.3156,9.015599,8.437523,14.26766,12.56811,11.95153,24/02/2012 16:00:00
264281,8.365282,8.10237,8.080218,14.3394,13.39658,12.78211,13.12992,12.33032,11.68663,10.23678,9.793246,9.037518,11.89828,11.17966,9.648879,17.0757,14.45696,13.67918,13.6047,12.40367,11.70691,3.726095,3.136518,3.09797,4.27627,3.647929,2.602433,5.122336,4.86852,4.054394,13.98397,9.993731,8.389098,8.5971,7.129339,7.144216,6.781144,5.45849,4.276439,11.16694,9.95529,8.710655,14.16836,11.36879,9.219761,20.63964,18.40903,14.76301,17.67641,13.08325,12.14116,9.488422,8.70476,6.792498,21.519,19.79064,17.0454,13.7648,12.65047,12.16286,8.980636,5.388352,5.100104,9.64376,8.098039,6.799429,11.62571,9.316547,8.809572,14.22656,12.60278,12.06456,24/02/2012 17:00:00
264282,8.43504,8.017172,7.993442,14.37024,12.55302,12.15095,12.87212,12.03046,11.54293,10.49998,10.00369,9.139314,11.88554,11.06245,9.664851,16.51434,13.86174,12.9744,13.55162,12.15482,11.51319,3.907149,3.084254,2.72999,4.124062,3.936085,2.825314,5.46853,5.445569,4.620853,13.25855,9.421737,8.091147,8.598817,7.439381,7.349966,7.011859,5.543596,3.997793,10.5894,9.484819,7.965422,14.87157,12.06324,9.797053,20.24913,18.0708,15.21593,16.41154,12.13129,11.31126,8.565423,8.236833,6.567739,21.09351,19.86481,17.41004,13.87645,12.70983,12.20186,8.866472,5.394285,5.317875,8.920522,7.976733,6.761155,11.9126,9.619089,9.130948,14.41377,12.80048,12.14363,24/02/2012 18:00:00
264283,8.378746,7.805955,7.644073,13.21665,11.15182,10.65871,12.7892,11.66854,11.49674,10.59351,10.05676,9.138991,11.9455,10.84177,9.628211,16.00388,13.8667,12.93118,14.05111,12.04983,11.7532,4.093207,2.986211,2.257928,3.942297,4.137145,2.94433,5.699152,5.916566,5.009961,12.50087,8.924644,7.863826,8.610951,7.716979,7.561498,7.282484,5.556607,3.710485,9.987763,8.98867,7.210104,15.16444,12.57275,10.49753,20.1256,17.9221,15.74565,15.41623,11.2043,10.46387,7.717588,7.834171,6.442083,20.1012,19.27937,17.33766,13.86873,12.84102,12.26205,8.737045,5.48241,5.458464,8.115438,7.756872,6.508114,12.15343,9.966721,9.408422,14.93565,13.17957,12.16158,24/02/2012 19:00:00
264284,8.242683,7.31613,7.021553,12.1422,10.70595,9.439179,12.72331,11.3293,11.41778,10.45765,9.994591,9.125898,11.734,10.43377,9.393771,16.42428,14.43062,13.26546,14.74855,12.36249,12.36364,4.417181,2.958905,2.159451,3.820615,4.294048,3.0311,5.663894,6.12219,5.105535,11.69592,8.432942,7.565094,8.676911,8.029378,7.925958,7.513893,5.643389,3.626497,9.413931,8.660153,6.758987,14.97872,12.87492,11.01185,20.24958,17.97706,16.22207,14.74778,10.75022,10.19352,7.162219,7.606529,6.426308,19.11661,18.39765,16.77463,13.91072,12.96046,12.33052,8.575551,5.555575,5.516401,7.540297,7.472976,6.237218,12.49488,10.36755,9.70952,15.66112,13.43154,12.13835,24/02/2012 20:00:00
264285,7.882906,6.676446,6.377759,12.29094,11.11808,9.330578,12.84582,11.25949,11.31698,10.13928,9.84565,9.048345,11.06718,9.858569,8.957319,17.15179,15.19639,13.78222,15.04006,13.0508,13.04735,4.674885,2.954062,2.506757,3.796115,4.421038,3.139829,5.58147,6.154988,5.04886,10.95271,7.974633,7.285236,8.793748,8.350998,8.414674,7.646229,5.869119,3.805834,9.262847,8.623153,6.546617,14.59737,12.96391,11.26982,20.67303,18.19445,16.59077,14.1196,10.86515,10.49663,6.90659,7.575151,6.471163,18.12159,17.21053,15.70072,14.04261,13.10773,12.42148,8.320601,5.621039,5.537064,7.385653,7.151503,5.945133,13.07606,10.82664,10.03687,16.22627,13.47882,12.15126,24/02/2012 21:00:00
264286,7.244242,6.022398,5.803947,12.49916,11.67962,9.900854,13.10504,11.40167,11.2834,9.630837,9.546132,8.885468,9.970233,9.091209,8.477107,17.54874,16.01913,14.53784,15.2102,13.83024,13.61263,4.828361,2.897707,2.816343,3.887826,4.472179,3.325082,5.497983,6.103209,4.933025,10.49368,7.649133,7.149767,9.07019,8.688452,8.875875,7.704023,6.15758,4.242844,9.58568,8.891438,6.421629,14.41703,12.74096,11.27165,20.97686,18.45355,16.92593,13.51134,11.41608,10.80899,6.748989,7.697834,6.589265,16.61982,15.66782,14.2631,14.03035,13.27677,12.4951,8.015357,5.708076,5.571134,7.848352,6.946934,5.693454,13.65022,11.22516,10.19128,16.35583,13.46395,12.28757,24/02/2012 22:00:00
264287,6.855321,5.554746,5.394131,12.85808,12.24243,10.5438,13.37383,11.62456,11.25761,8.933044,9.07448,8.742059,9.006831,8.420348,7.9982,17.81091,16.84109,15.55061,15.613,14.47004,14.0265,4.898315,2.877571,2.885276,4.110111,4.510283,3.559246,5.390007,5.977349,4.756932,10.34119,7.453873,7.122891,9.424711,9.031504,9.271575,7.810855,6.490299,4.79674,10.00166,9.011386,6.500144,14.76317,12.42465,11.01357,20.88567,18.57067,17.1743,13.38405,12.23406,11.05221,6.490758,7.867991,6.847972,15.06997,14.23227,12.74173,13.96417,13.39092,12.55079,7.641477,5.764365,5.632381,9.128568,7.072169,5.685642,14.03861,11.45215,10.08878,16.31164,13.57432,12.53424,24/02/2012 23:00:00
264288,6.752763,5.343881,5.188403,13.67573,12.95562,11.10127,13.60909,11.83368,11.19914,8.232545,8.557303,8.546803,8.850397,8.226586,7.544844,18.34442,17.5971,16.66684,16.01882,14.83529,14.1822,4.930783,2.94856,2.971507,4.395347,4.518504,3.727336,5.307319,5.78373,4.525842,10.29397,7.382335,7.047018,9.820473,9.328926,9.570443,8.285769,6.840672,5.237076,10.14257,8.199146,6.773606,14.98194,12.16347,10.78001,20.55546,18.49716,17.06741,13.75057,12.86524,11.21846,6.203056,7.994317,7.179379,14.66252,13.53592,11.67783,13.95763,13.4206,12.63616,7.183748,5.893232,5.692447,10.92143,7.663915,5.995407,14.37722,11.55969,9.8287,16.38056,13.84785,12.85734,25/02/2012 00:00:00
264289,6.558778,5.195018,5.043447,14.77134,13.8118,11.74928,13.69106,11.91638,11.09615,7.519628,7.996152,8.180328,9.041869,8.453008,7.13403,19.21497,18.22522,17.58235,16.35517,14.96214,14.12592,4.994199,3.077996,3.181645,4.650928,4.471117,3.815075,5.238632,5.581846,4.267753,10.21328,7.423732,6.876918,10.38282,9.59152,9.733953,8.932768,7.10129,5.533215,9.815132,6.959162,6.534683,15.20632,12.05424,10.67368,20.10973,18.30737,16.51219,13.62165,12.92431,11.15756,6.162463,8.048266,7.466022,13.97876,13.45411,11.56826,14.019,13.45084,12.75385,6.818436,6.172369,5.797201,12.59545,8.55866,6.676593,14.65509,11.61012,9.605798,16.47511,14.32225,13.24908,25/02/2012 01:00:00
264290,6.027741,4.812902,4.698357,15.83236,14.61208,12.3076,13.70303,11.92023,10.89955,6.984193,7.392377,7.778082,9.174074,8.859724,6.740755,20.06287,18.64525,18.17641,16.65496,14.84967,14.07345,5.006374,3.18391,3.29336,4.950297,4.407843,3.844171,5.120517,5.359775,4.017309,10.15921,7.478201,6.646514,10.68993,9.792461,9.733292,9.111713,7.139271,5.67539,9.023321,6.592003,5.459858,15.54158,12.06025,10.74046,19.5885,17.97882,15.60552,12.98195,12.70889,10.90562,6.312513,8.056929,7.64079,12.67802,13.11455,11.3663,14.18382,13.54108,12.84428,6.776732,6.55842,5.978101,13.78273,9.458725,7.692877,14.64861,11.5803,9.594755,16.63102,14.81924,13.69523,25/02/2012 02:00:00
264291,5.403991,4.13123,3.916372,16.66064,15.216,12.66167,13.60755,11.85159,10.57309,6.537913,6.804244,7.455017,9.341625,9.256192,6.404652,20.40596,18.70589,18.26434,16.89589,14.65693,14.42568,4.997709,3.218874,3.328005,5.323824,4.342114,3.844895,5.052361,5.133393,3.828269,10.22238,7.523677,6.336688,10.47665,9.684061,9.568393,8.797223,6.94706,5.66766,7.961882,7.082011,4.384311,15.7295,12.17419,10.91711,19.0071,17.25231,14.49826,12.35229,12.37484,10.45581,6.61511,8.136285,7.747992,12.31063,12.454,10.26594,14.32033,13.63341,12.88148,7.081924,7.01664,6.206809,14.51792,10.2367,8.731681,14.26792,11.40988,9.735806,16.78161,15.07879,14.02197,25/02/2012 03:00:00
264292,5.093543,3.451106,3.18082,17.19234,15.38378,12.84858,13.35179,11.67975,10.21424,5.936699,6.346674,7.215638,9.602341,9.552098,6.22576,20.33037,18.49623,17.80382,17.33238,14.86764,15.25308,5.146355,3.23473,3.43095,5.67768,4.307532,3.885863,5.082091,4.995867,3.719822,10.32805,7.621795,6.008461,10.05247,9.327254,9.222326,8.511809,6.764104,5.586694,7.115052,7.651242,3.969828,15.87156,12.28711,10.91057,18.27369,16.05013,13.35725,11.9844,11.79536,9.792675,7.151299,8.33699,7.831587,12.28544,11.93944,9.235833,14.42414,13.68891,12.89302,7.605843,7.508353,6.461491,14.84943,10.92357,9.593653,13.6798,11.13618,9.99478,16.8227,15.18865,14.03684,25/02/2012 04:00:00
264293,5.079783,3.083825,2.89429,17.33403,14.82696,12.45373,13.20676,11.48074,9.956451,5.453104,6.057351,7.000835,9.918319,9.678832,6.265397,19.9739,18.25005,17.28678,17.9701,15.41171,16.02722,5.349262,3.380805,3.538026,5.884473,4.273959,3.948069,5.057842,4.935564,3.649067,10.42967,7.745668,5.78918,9.84058,9.093285,8.856624,8.420696,6.731078,5.458364,7.131112,7.885333,4.308259,15.56707,12.32862,10.83732,17.01189,14.57681,12.32114,11.48597,10.97386,9.197135,7.651754,8.557823,7.933467,11.55919,11.17705,8.26469,14.54091,13.69114,12.91172,8.17704,7.962206,6.685491,14.68855,11.60387,10.30437,12.96066,10.91619,10.39446,16.90435,15.25927,13.70773,25/02/2012 05:00:00
264294,4.86309,3.040836,2.911077,16.86859,13.82504,11.63978,13.35985,11.37108,9.898631,5.345089,5.937424,6.756512,10.3518,9.619356,6.438603,19.03802,17.73366,16.79099,18.46684,16.12144,16.78084,5.309909,3.564902,3.51792,5.937558,4.212476,4.000719,4.976295,4.872879,3.630799,10.4808,7.777759,5.763973,9.772536,8.986394,8.770909,8.317131,6.705079,5.287004,7.956925,7.999315,5.091001,14.95591,12.37552,10.70849,15.44877,13.08415,11.30876,10.86716,10.14897,8.683205,7.958433,8.641757,8.057984,9.872433,9.872378,6.959793,14.62051,13.61548,12.89019,8.664964,8.373378,6.830699,14.28779,12.13161,10.83732,12.38594,10.89358,10.84863,17.24973,15.03789,13.04597,25/02/2012 06:00:00
264295,4.386411,3.18914,3.201125,15.60326,12.95367,11.34641,13.65661,11.33881,10.00981,5.535751,6.015582,6.489592,10.67334,9.453511,6.615772,17.61039,16.66974,16.00559,18.937,17.30526,17.95317,4.946254,3.538566,3.271613,5.971856,4.046016,3.910624,4.94544,4.797497,3.663767,10.4661,7.735579,5.956425,9.625108,8.889351,8.843391,8.189951,6.580356,5.150903,8.707952,8.129736,5.710786,14.25838,12.0541,10.39153,14.16157,11.78821,10.28321,10.67449,9.676641,8.116337,8.080954,8.515974,8.086846,8.036411,8.351324,5.739967,14.64902,13.50233,12.8481,9.098362,8.839748,6.89557,13.93238,12.41532,11.133,12.4769,11.13923,11.22539,17.74542,14.42942,12.22431,25/02/2012 07:00:00
264296,4.401886,3.489714,3.450511,14.17909,12.48223,11.37911,14.11224,11.35912,10.1982,5.714174,6.042751,6.188409,10.6125,9.20673,6.592218,16.24483,15.46329,15.02477,19.31398,18.32069,18.8507,4.333334,3.148914,2.891059,6.035244,3.692063,3.500583,4.899096,4.580993,3.574813,10.39334,7.689628,6.237751,9.478657,8.819254,8.797888,8.105349,6.357834,4.955523,8.948639,7.99515,5.936466,13.88387,11.44322,9.94812,12.87496,10.79582,9.318074,10.27446,9.376496,7.520455,8.023033,8.191695,7.895643,6.865487,7.171787,5.111489,14.70128,13.43814,12.86645,9.397595,9.301656,6.846312,13.54102,12.48873,11.17118,12.97885,11.57571,11.41095,18.11611,13.82761,11.81228,25/02/2012 08:00:00
264297,4.681409,3.621906,3.448766,13.32224,12.53895,11.40298,14.76872,11.70642,10.59633,5.650695,5.758154,5.791307,10.41537,8.93772,6.347544,15.04995,14.42154,14.13343,19.06823,18.35251,18.63739,3.66117,2.596101,2.566536,6.114245,3.291477,2.968843,4.50164,3.944328,3.077882,10.28787,7.514136,5.99166,9.461954,8.745018,8.631912,7.987914,6.095688,4.589713,8.927496,7.524187,5.669494,13.91825,10.95471,9.590651,11.37006,10.01683,8.434233,9.263591,8.777985,6.759329,7.743406,7.765594,7.511378,6.290699,6.502604,5.014565,14.72449,13.52191,12.96033,9.427716,9.469792,6.620551,12.89402,12.32029,11.02772,13.3212,11.85029,11.42393,18.18563,13.50151,12.16853,25/02/2012 09:00:00
264298,4.681773,3.74405,3.631082,12.77019,12.84312,11.77672,15.32263,12.34091,11.18097,5.550797,5.472322,5.488993,10.27708,8.810429,6.443036,13.71791,13.48419,13.34098,18.26828,17.61118,17.65212,3.0141,2.156389,2.312567,6.192097,3.070688,2.692914,3.943104,3.36725,2.554521,10.27682,7.414704,5.300371,9.487657,8.592834,8.41612,7.7483,5.828294,4.154309,8.921211,7.225043,5.40555,13.75551,10.59022,9.557538,10.17653,9.33577,7.718194,8.052283,7.868433,5.854865,7.331082,7.374614,7.129625,5.824358,5.992115,4.91449,14.65657,13.72826,13.06814,9.303076,9.290435,6.273515,12.06809,11.99822,10.75864,13.25965,11.8105,11.34457,17.66974,13.34298,12.68867,25/02/2012 10:00:00
264299,4.837836,4.464005,4.41261,12.26324,12.9585,12.3276,15.44181,12.75513,11.70026,5.64374,5.514379,5.434533,10.03902,8.860948,6.964938,12.43059,12.63946,12.58356,17.1279,16.42023,16.30087,2.489854,1.91241,2.116426,6.241751,3.145434,2.774082,3.888713,3.399878,2.55547,10.48743,7.695159,5.215795,9.520175,8.512378,8.329039,7.441483,5.544512,3.87807,8.808273,7.235614,5.75995,12.94133,10.2332,9.501786,9.645167,8.784272,7.059441,7.061221,7.000368,5.098801,7.114724,7.05526,6.871953,5.193925,5.535558,4.782474,14.57125,13.97056,13.15129,9.20701,9.04473,6.000499,11.25993,11.58056,10.31871,12.82423,11.63187,11.28951,16.83151,13.18711,12.75043,25/02/2012 11:00:00
264300,5.183756,5.169526,5.192733,12.18045,12.99569,12.66714,15.1087,12.81841,12.1114,5.642114,5.609397,5.475893,9.538318,8.927612,7.319139,11.60037,11.97138,12.04291,15.63976,15.08521,14.95147,2.335726,1.912315,1.981145,6.319432,3.454451,3.056942,4.268207,3.781401,2.888619,10.80771,8.145253,5.632668,9.58759,8.567215,8.382328,7.242772,5.257092,3.72501,8.640724,7.657479,6.182652,11.79173,9.743239,9.125828,10.16944,8.628415,6.547366,6.571882,6.33571,4.719933,7.187665,6.8256,6.740682,4.493235,5.30786,4.727622,14.49353,14.17736,13.20962,9.194757,8.962135,5.943269,10.4456,11.0864,9.785919,12.4234,11.48145,11.31769,16.17682,12.95662,12.46799,25/02/2012 12:00:00
264301,5.438132,5.329011,5.175805,12.48506,13.07475,12.82308,14.58335,12.67747,12.32404,5.627155,5.575857,5.47594,9.067123,8.977135,7.331869,11.1592,11.52997,11.73964,14.58362,13.97912,13.90059,2.441411,2.112763,1.95178,6.471443,3.918131,3.434988,4.612296,4.208874,3.306906,10.98825,8.422445,5.948215,9.61754,8.644701,8.467711,7.177424,5.00467,3.562231,8.732368,8.461846,6.332309,10.76786,9.162347,8.537666,11.12202,8.721079,6.228735,6.42214,5.926371,4.605606,7.206554,6.67021,6.763985,4.037149,5.219358,4.649518,14.33242,14.29256,13.29213,9.114662,9.062244,6.137177,9.758703,10.55485,9.252007,12.43566,11.44846,11.30532,15.53371,12.55623,12.10116,25/02/2012 13:00:00
264302,5.721403,5.198092,4.80716,12.67791,12.99598,12.78899,14.07519,12.44262,12.24747,5.763062,5.579366,5.475616,8.889019,9.017962,7.234957,11.06152,11.24326,11.49405,14.00178,13.16316,12.93992,2.812886,2.392896,2.064911,6.670374,4.511781,3.947713,4.756491,4.548891,3.739386,10.91929,8.424445,6.254683,9.788258,8.662539,8.517516,7.247708,4.845188,3.432272,9.091449,9.050857,6.739596,9.986322,8.59954,7.877007,11.06409,8.625802,5.907295,6.321206,5.732679,4.685911,7.152061,6.578462,6.953717,3.766969,4.973458,4.505223,14.20966,14.35005,13.36421,8.937105,9.316128,6.581312,9.397478,10.06379,8.816629,12.61779,11.44173,11.15709,14.69833,12.12678,11.7859,25/02/2012 14:00:00
264303,5.827639,5.136756,4.833816,12.61739,12.58416,12.29732,13.6223,12.10471,11.88838,5.881243,5.698422,5.597762,8.876448,8.917445,7.190911,11.36273,11.01435,11.11072,13.41181,12.3503,11.83192,3.502228,2.817121,2.317215,6.95933,5.19993,4.649687,4.784066,4.826185,4.114948,10.64552,8.222756,6.643031,10.13075,8.656983,8.47758,7.62255,4.840106,3.358831,9.339833,9.181606,7.365597,9.524714,8.118808,7.316539,10.50201,8.224249,5.659742,6.114735,5.750224,4.935759,7.261636,6.613029,7.195953,3.674592,4.670111,4.231221,14.21279,14.34981,13.34782,8.888107,9.756171,7.198394,9.374051,9.747017,8.619421,12.50337,11.32693,10.88618,13.71649,11.73668,11.50029,25/02/2012 15:00:00
264304,5.672071,5.435014,5.240088,12.3869,11.93591,11.44299,13.04596,11.5879,11.27444,6.152981,5.942939,5.816368,8.934119,8.716126,7.177156,11.7847,10.78161,10.65311,13.22086,11.75342,10.98378,4.232537,3.399263,2.679729,7.326357,5.81528,5.355426,4.855162,5.107074,4.407924,10.27496,8.008988,6.985637,10.61398,8.763828,8.487829,8.354913,4.976371,3.343757,9.342642,8.895872,7.703436,9.357331,7.917569,7.08269,9.993343,7.726754,5.564704,5.843975,5.884074,5.196401,7.367959,6.685254,7.34276,3.660089,4.459145,3.770917,14.02827,14.16165,13.23657,8.903832,10.30945,7.822358,9.4192,9.622066,8.637114,12.08059,11.10883,10.53548,12.64731,11.27088,11.18079,25/02/2012 16:00:00
264305,5.965338,5.999911,5.923991,11.84259,11.2063,10.55124,12.31492,11.03325,10.63205,6.704507,6.403836,6.143353,9.149369,8.668866,7.343421,11.93821,10.50867,10.30483,13.38054,11.53451,10.72821,4.937275,3.872719,3.095925,7.73954,6.172773,5.837396,5.139196,5.544223,4.868867,9.847556,7.936617,7.195496,11.22284,9.02092,8.652563,9.007327,5.272798,3.44429,9.305302,8.427019,7.774269,9.546762,8.113005,7.251885,9.23877,7.314828,5.658892,5.70212,5.870286,5.336429,7.430426,6.66039,7.402689,3.595252,4.402412,3.430974,13.65565,13.85468,13.07446,8.785782,10.7256,8.318385,9.295691,9.598814,8.7204,11.52848,10.90004,10.22941,11.75222,10.77071,10.82953,25/02/2012 17:00:00
264306,6.833589,6.718226,6.898793,11.07344,10.4986,9.75933,11.74415,10.59771,10.14795,7.22155,6.926342,6.399453,9.48261,8.712362,7.720285,11.7908,10.26707,10.15302,13.50053,11.35603,10.61075,5.500131,4.179996,3.570696,8.155032,6.34891,6.134151,5.705046,6.252357,5.622973,9.537062,7.955351,7.412798,11.79311,9.313134,8.919894,9.216296,5.701912,3.645214,9.39021,8.012466,7.833103,9.831638,8.404131,7.53027,8.057698,6.843175,5.999256,5.528771,5.63913,5.18481,7.48108,6.565723,7.398152,3.628983,4.519497,3.70823,13.33043,13.54164,12.96686,8.592379,10.87092,8.673737,8.932426,9.471835,8.724552,11.00593,10.73896,10.03184,11.1241,10.26786,10.50148,25/02/2012 18:00:00
264307,7.629775,7.343526,7.690931,10.51821,10.0069,9.076243,11.32464,10.24451,9.80166,7.525758,7.210531,6.422442,9.63373,8.63592,8.036872,11.55508,10.13218,10.01748,13.30463,11.21136,10.39727,5.824526,4.492289,4.101027,8.453899,6.464398,6.3581,6.210951,6.896543,6.295769,9.35607,7.96834,7.580443,11.97107,9.511694,9.138047,9.256384,6.111095,3.864787,9.656423,7.871771,7.799405,9.948206,8.539248,7.677702,6.627543,6.477451,6.441689,5.243377,5.317603,4.859754,7.476223,6.45034,7.340637,3.678699,4.59476,4.245467,12.96525,13.09177,12.85135,8.468425,10.87034,8.879112,8.637177,9.202572,8.635812,10.5379,10.57434,9.900198,10.61177,9.818988,10.28657,25/02/2012 19:00:00
264308,8.030568,7.782932,7.868937,10.15129,9.736597,8.609234,10.84275,9.913147,9.471472,7.702364,7.30284,6.377755,9.515351,8.595881,8.231223,11.25139,9.921387,9.767903,12.8176,11.11263,10.03659,6.003525,4.886121,4.646801,8.659556,6.53199,6.531978,6.448603,7.170983,6.662626,9.120924,7.891742,7.568474,11.78325,9.595604,9.149245,9.163055,6.365613,4.113666,9.822796,7.978889,7.586191,9.937347,8.580658,7.697444,5.968428,6.326216,6.869403,4.996222,5.077567,4.71232,7.448381,6.359621,7.286086,3.609686,4.544794,4.581304,12.59567,12.54394,12.56798,8.463168,10.87081,8.924963,8.499516,8.952417,8.526115,10.09002,10.33897,9.761712,10.15796,9.502641,10.17302,25/02/2012 20:00:00
264309,8.055052,7.979371,7.675855,9.919645,9.602477,8.371733,10.39125,9.599013,9.099827,7.805534,7.361742,6.369334,9.369022,8.556832,8.354698,10.91195,9.556525,9.503247,12.27253,10.85639,9.464523,6.277393,5.389269,5.21525,8.81074,6.559024,6.647511,6.5882,7.204523,6.833666,8.789277,7.720255,7.440705,11.38678,9.592971,9.036499,8.858123,6.356811,4.268972,9.64428,8.173594,7.337771,9.686426,8.555047,7.631864,5.918177,6.115454,7.24439,4.856193,5.01928,4.837676,7.461587,6.314294,7.252125,3.322868,4.369958,4.768765,12.29177,12.07583,12.11615,8.637443,10.92212,8.932608,8.297564,8.799541,8.431661,9.691371,10.02413,9.55162,9.662977,9.24784,10.02248,25/02/2012 21:00:00
264310,7.782977,7.72351,7.48862,9.944743,9.651709,8.317826,10.0188,9.282762,8.703556,7.851454,7.30427,6.337405,9.279778,8.370461,8.32686,10.48008,9.206375,9.178532,11.63978,10.38973,8.892541,6.940388,5.955242,5.821674,8.876744,6.588276,6.755945,6.708379,7.144156,6.906126,8.42309,7.516047,7.286995,10.80937,9.494799,8.946449,8.476749,6.213531,4.314218,9.348227,8.3513,7.150929,9.427835,8.54287,7.543852,5.72698,5.786252,7.470198,4.808696,5.120464,5.080127,7.489744,6.278855,7.211473,2.958662,4.123243,4.816712,11.98352,11.66177,11.55175,8.875984,10.99679,8.983971,8.208642,8.743135,8.372624,9.388482,9.682553,9.301751,9.020077,8.950719,9.738678,25/02/2012 22:00:00
264311,7.374931,7.266522,7.31311,10.00659,9.800154,8.467498,9.706221,9.009586,8.404151,7.776245,7.140212,6.234386,9.130641,8.134672,8.154629,9.974438,8.830141,8.681738,10.82569,9.776375,8.349389,7.753014,6.475762,6.389247,8.911825,6.647397,6.85844,6.730142,7.02469,6.904974,8.067519,7.264436,7.18715,10.20729,9.271466,8.882145,8.075764,6.058457,4.400274,9.173471,8.282392,7.175266,9.458439,8.572173,7.445414,5.369787,5.456324,7.481133,4.721525,5.21224,5.209454,7.498277,6.240959,7.141735,2.696745,3.953648,4.798332,11.65414,11.22553,10.94706,9.051785,11.03638,9.028127,8.202543,8.708261,8.328424,9.129758,9.35218,9.046602,8.413056,8.666064,9.39404,25/02/2012 23:00:00
