,BE_VRE-ONS_RG1_40-50,BE_VRE-ONS_RG2_40-50,BE_VRE-ONS_RG3_40-50,DE4-N_VRE-ONS_RG1_40-50,DE4-N_VRE-ONS_RG2_40-50,DE4-N_VRE-ONS_RG3_40-50,DE4-E_VRE-ONS_RG1_40-50,DE4-E_VRE-ONS_RG2_40-50,DE4-E_VRE-ONS_RG3_40-50,DE4-S_VRE-ONS_RG1_40-50,DE4-S_VRE-ONS_RG2_40-50,DE4-S_VRE-ONS_RG3_40-50,DE4-W_VRE-ONS_RG1_40-50,DE4-W_VRE-ONS_RG2_40-50,DE4-W_VRE-ONS_RG3_40-50,DK1_VRE-ONS_RG1_40-50,DK1_VRE-ONS_RG2_40-50,DK1_VRE-ONS_RG3_40-50,DK2_VRE-ONS_RG1_40-50,DK2_VRE-ONS_RG2_40-50,DK2_VRE-ONS_RG3_40-50,EE_VRE-ONS_RG1_40-50,EE_VRE-ONS_RG2_40-50,EE_VRE-ONS_RG3_40-50,FIN_VRE-ONS_RG1_40-50,FIN_VRE-ONS_RG2_40-50,FIN_VRE-ONS_RG3_40-50,FR_VRE-ONS_RG1_40-50,FR_VRE-ONS_RG2_40-50,FR_VRE-ONS_RG3_40-50,UK_VRE-ONS_RG1_40-50,UK_VRE-ONS_RG2_40-50,UK_VRE-ONS_RG3_40-50,LT_VRE-ONS_RG1_40-50,LT_VRE-ONS_RG2_40-50,LT_VRE-ONS_RG3_40-50,LV_VRE-ONS_RG1_40-50,LV_VRE-ONS_RG2_40-50,LV_VRE-ONS_RG3_40-50,NL_VRE-ONS_RG1_40-50,NL_VRE-ONS_RG2_40-50,NL_VRE-ONS_RG3_40-50,NO1_VRE-ONS_RG1_40-50,NO1_VRE-ONS_RG2_40-50,NO1_VRE-ONS_RG3_40-50,NO2_VRE-ONS_RG1_40-50,NO2_VRE-ONS_RG2_40-50,NO2_VRE-ONS_RG3_40-50,NO3_VRE-ONS_RG1_40-50,NO3_VRE-ONS_RG2_40-50,NO3_VRE-ONS_RG3_40-50,NO4_VRE-ONS_RG1_40-50,NO4_VRE-ONS_RG2_40-50,NO4_VRE-ONS_RG3_40-50,NO5_VRE-ONS_RG1_40-50,NO5_VRE-ONS_RG2_40-50,NO5_VRE-ONS_RG3_40-50,PL_VRE-ONS_RG1_40-50,PL_VRE-ONS_RG2_40-50,PL_VRE-ONS_RG3_40-50,SE1_VRE-ONS_RG1_40-50,SE1_VRE-ONS_RG2_40-50,SE1_VRE-ONS_RG3_40-50,SE2_VRE-ONS_RG1_40-50,SE2_VRE-ONS_RG2_40-50,SE2_VRE-ONS_RG3_40-50,SE3_VRE-ONS_RG1_40-50,SE3_VRE-ONS_RG2_40-50,SE3_VRE-ONS_RG3_40-50,SE4_VRE-ONS_RG1_40-50,SE4_VRE-ONS_RG2_40-50,SE4_VRE-ONS_RG3_40-50,Time
263002,8.141857,8.077844,7.85608,9.861094,9.125749,8.639446,9.205908,8.610373,9.501408,10.05884,10.71517,9.68903,9.020138,8.274399,7.173465,10.77687,9.37609,8.833514,9.149201,9.820281,9.029287,10.51925,10.24994,9.423907,11.03562,10.39382,9.668998,11.48606,9.887026,9.578839,13.90275,12.55667,10.83506,10.6752,10.40559,9.933752,9.873906,9.84834,9.646564,9.110629,8.105937,7.157183,7.448277,6.570219,5.568839,10.17117,8.926344,7.451529,14.52366,12.11659,9.746387,20.26531,16.81509,12.82205,13.08911,10.51403,8.601752,12.4863,11.3054,10.47653,16.55872,11.71793,10.24187,10.11877,7.276024,6.778357,7.293875,6.107217,5.969817,4.868861,5.126402,4.902183,02/01/2012 10:00:00
263003,7.681653,8.012316,7.851731,9.871018,8.990117,8.424079,9.278122,8.465361,8.496895,9.58014,10.43624,9.600084,8.667781,8.071989,6.99861,10.97036,9.583112,9.069498,9.432599,10.28899,9.252225,10.41142,10.1533,9.300486,11.1553,10.33607,9.715588,11.48254,9.897021,9.474358,14.33809,12.84429,10.83318,10.82434,10.67334,10.17654,10.20001,10.10206,9.721055,9.029403,7.725277,7.177332,7.568717,6.591474,5.750965,10.63611,9.140132,7.617822,14.1416,12.05799,9.752563,20.29277,16.87423,12.76248,13.05174,10.35239,8.492619,12.08884,11.05896,10.34477,16.23116,11.55947,10.12064,10.0833,7.184678,6.630908,7.446017,6.09034,5.817897,6.811874,5.599996,4.908295,02/01/2012 11:00:00
263004,7.678352,8.013496,8.007577,9.7499,9.020274,8.174491,9.368924,8.425853,7.820492,9.365352,10.15706,9.570038,8.35673,7.892713,6.941572,11.40126,9.87212,9.471396,10.04735,10.42642,9.577579,10.51491,10.08201,9.235517,11.20514,10.28545,9.757471,11.59662,10.07374,9.462214,14.81546,13.38022,11.07692,10.82485,10.91367,10.36246,10.43547,10.41086,9.898459,9.395078,7.817619,7.578351,7.797311,6.503474,5.754564,10.93002,9.270447,7.721022,13.68667,11.80551,9.615041,20.3989,16.94193,12.72219,12.8579,10.2614,8.356398,11.5353,10.8249,10.26265,15.8289,11.24708,9.962723,9.874866,7.015027,6.598816,7.588296,6.244714,5.832828,8.471708,6.22401,5.287801,02/01/2012 12:00:00
263005,7.833707,8.03218,8.114089,9.583098,9.017168,7.810038,9.088783,8.134352,7.328883,9.443661,9.884803,9.428101,8.146127,7.666885,6.849539,11.77899,10.27811,9.891975,10.59287,9.959534,9.157327,10.75651,10.14071,9.324107,11.16126,10.25956,9.770769,11.71908,10.16362,9.460694,15.25253,13.97642,11.41957,10.68604,11.05112,10.54503,10.57856,10.71862,10.28815,9.869284,8.082278,8.202997,7.90811,6.447503,5.697484,11.04557,9.274977,7.725033,13.30848,11.51704,9.423948,20.43979,16.98575,12.66383,12.59223,10.20039,8.114796,11.03082,10.65231,10.17871,15.40771,10.90104,9.831276,9.712271,6.961739,6.745122,7.785375,6.549116,6.031341,9.185836,6.987051,6.075006,02/01/2012 13:00:00
263006,8.130295,8.267612,8.301248,9.505301,8.877057,7.40355,8.626886,7.720116,7.065376,9.432908,9.572425,9.22404,8.12414,7.532826,6.88434,11.8739,10.49713,10.05307,10.9349,9.318778,8.208002,10.97598,10.31716,9.57146,11.16657,10.25919,9.777812,11.63751,10.14303,9.455084,15.53068,14.40212,11.7153,10.5402,11.03907,10.69151,10.6525,11.0076,10.75923,10.06272,8.245658,8.730484,7.824026,6.542551,5.628948,11.17655,9.292276,7.663685,13.0907,11.23673,9.314603,20.37325,16.99199,12.62011,12.29457,10.1732,7.870739,10.68226,10.50361,10.00432,15.13726,10.66286,9.74267,9.737318,7.128485,6.900953,8.183844,6.939182,6.319782,9.253309,7.715958,6.963544,02/01/2012 14:00:00
263007,8.701671,8.85637,8.691455,9.547179,8.861329,7.385915,8.247178,7.472146,7.075511,9.170691,9.251936,9.200035,8.375738,7.643847,7.165365,11.7627,10.47779,9.965569,11.16817,9.290246,7.789733,11.11419,10.6175,9.988407,11.29003,10.29206,9.807687,11.4703,10.06235,9.424699,15.64047,14.60091,11.98062,10.5393,10.85267,10.67412,10.71861,11.18541,11.07723,10.02801,8.363113,9.148988,7.644974,6.709357,5.501397,11.41371,9.366819,7.676226,12.73783,10.9482,9.296271,20.33885,16.99092,12.62119,12.01798,10.17167,7.802776,10.40889,10.34805,9.823153,15.02427,10.55947,9.724126,9.770174,7.320903,6.919158,8.604038,7.248549,6.567369,8.878577,8.069891,7.57463,02/01/2012 15:00:00
263008,9.53403,9.538192,9.181705,9.806611,9.180503,8.108219,8.155362,7.58462,7.410921,8.962826,9.265947,9.389221,8.859064,8.086494,7.706572,11.66041,10.4199,9.874104,11.07267,9.567993,8.198652,11.18637,11.06915,10.47634,11.55038,10.36616,9.881029,11.48747,9.997229,9.454581,15.58362,14.66489,12.27338,10.75718,10.67956,10.47383,10.73059,11.22227,11.20551,10.07458,8.792653,9.540745,7.403652,6.837886,5.414071,11.71221,9.50232,7.853124,12.37021,10.69259,9.272825,20.48428,17.00312,12.72494,11.95748,10.28978,7.924109,10.231,10.14851,9.729872,14.98155,10.57513,9.738363,9.81075,7.41556,6.876137,8.922636,7.425442,6.680592,8.526582,8.165467,7.796412,02/01/2012 16:00:00
263009,10.31866,10.05029,9.564833,10.21127,9.640698,9.11401,8.097463,7.945862,7.894924,9.084705,9.548162,9.561567,9.383698,8.652953,8.252814,11.64048,10.41759,9.85287,10.80596,9.706977,8.853001,11.10268,11.44682,10.91343,11.84456,10.41716,9.930265,11.77286,10.0757,9.502133,15.31535,14.61033,12.47788,10.94512,10.57476,10.16643,10.60925,11.13832,11.11629,10.39101,9.425165,9.812347,7.281328,6.892943,5.349352,11.84633,9.682374,8.029933,12.19957,10.44988,9.130018,20.7959,17.12191,12.91984,12.0986,10.44961,8.173117,10.1202,9.899257,9.70191,14.94565,10.57644,9.707046,9.854482,7.416561,6.853472,9.063301,7.629907,6.710359,8.607535,8.227809,7.88495,02/01/2012 17:00:00
263010,10.61807,10.32605,9.696459,10.64776,10.03471,9.82344,7.988927,8.384262,8.31972,9.630744,9.794172,9.553941,9.776629,9.079405,8.669002,11.74,10.57694,9.918208,10.72176,9.885962,9.328712,10.82707,11.66397,11.21293,12.04607,10.45236,9.97001,12.18387,10.29189,9.45523,14.99508,14.40915,12.54191,10.89998,10.39855,9.866282,10.41416,10.98553,10.91637,10.81437,9.900825,9.927321,7.335833,6.879822,5.240983,11.77957,9.840026,8.192529,12.25183,10.33704,8.934664,21.04588,17.29146,13.07361,12.3964,10.68582,8.440536,9.943306,9.704902,9.646763,14.87361,10.47151,9.62294,9.640195,7.306579,6.857779,9.178556,7.888807,6.849615,8.787004,8.348672,7.947843,02/01/2012 18:00:00
263011,10.44448,10.40724,9.790782,11.15136,10.43748,10.10191,8.262264,8.777749,8.658204,10.20077,9.900397,9.436163,10.06533,9.442087,8.970193,11.87177,10.82534,10.09017,10.88594,10.14401,9.606024,10.33568,11.72957,11.21182,12.20342,10.52697,10.04734,12.56204,10.47526,9.316993,14.73242,14.07331,12.52082,10.63426,10.14402,9.630462,10.13517,10.79396,10.68781,11.14362,10.05998,9.901373,7.399518,6.783632,5.076521,11.57161,9.897997,8.316579,12.55688,10.2447,8.80747,21.09855,17.30323,13.15353,12.71935,11.06049,8.667396,9.594633,9.565467,9.494086,14.67624,10.36585,9.516169,9.309666,7.163745,6.887967,9.521513,8.172438,7.166867,8.962991,8.439303,7.844519,02/01/2012 19:00:00
263012,10.48619,10.48061,9.80389,11.57534,10.74923,10.00965,8.812604,9.005024,8.852735,10.34709,9.870319,9.282397,10.33302,9.707625,9.013502,11.96083,11.01231,10.26783,11.03428,10.45709,9.837956,9.746839,11.55845,10.88334,12.27507,10.54637,10.09703,12.8289,10.52364,9.061912,14.34861,13.63202,12.412,10.154,9.824842,9.35791,9.855647,10.58374,10.34175,11.36849,10.05145,9.897411,7.421953,6.651927,4.912998,11.24726,9.825504,8.288023,13.01413,10.15845,8.693881,21.05144,17.16826,13.19587,13.12692,11.51519,8.908881,9.186121,9.394529,9.255078,14.40184,10.36046,9.371733,9.140465,7.095797,6.867189,9.829623,8.473359,7.500494,9.200929,8.405751,7.692629,02/01/2012 20:00:00
263013,10.61134,10.46367,9.727051,11.71172,10.78671,9.716219,9.190518,9.059743,8.853374,10.1091,9.73572,9.158359,10.5147,9.811028,8.824665,12.08157,11.15805,10.40337,11.04309,10.71785,10.17376,9.460826,11.30858,10.35105,12.1722,10.50264,10.0982,12.90526,10.48364,8.792924,13.91396,13.27072,12.23426,9.602929,9.455299,9.013207,9.715335,10.31474,9.90095,11.6175,10.2057,10.10391,7.501171,6.679708,4.820194,11.26094,9.776104,8.182704,13.46098,10.2081,8.599663,20.84246,16.98927,13.16228,13.74834,12.0317,9.24582,8.800099,9.142104,8.965551,14.16308,10.38913,9.17703,8.997544,7.075862,6.844447,9.92662,8.672894,7.687228,9.456063,8.331085,7.669271,02/01/2012 21:00:00
263014,10.47423,10.48653,9.737339,11.88541,10.71772,9.500636,9.346841,9.007465,8.698412,9.807693,9.482123,9.037144,10.6089,9.877702,8.637345,12.15279,11.26114,10.57656,10.83892,10.71312,10.42359,9.363919,11.07277,9.648243,12.00939,10.47266,10.07325,12.86095,10.41545,8.649073,13.71088,13.24831,12.15851,9.379409,9.124308,8.63764,9.752482,9.946862,9.375214,11.9023,10.53989,10.44093,7.716183,6.837164,4.732813,11.78627,9.920654,8.096508,13.98377,10.26041,8.583866,20.31961,16.76359,13.08878,14.49442,12.49776,9.638406,8.465845,8.825522,8.654428,14.00209,10.45737,9.011518,8.868816,7.065802,6.903728,9.941052,8.753448,7.651665,9.685995,8.241467,7.768701,02/01/2012 22:00:00
263015,10.54931,10.73075,9.80993,12.16935,10.84176,9.565655,9.389938,8.940283,8.564487,9.688236,9.138242,8.806227,10.63866,10.03857,8.705898,12.30322,11.3761,10.9192,10.86641,10.56902,10.55022,9.410159,10.73217,8.896127,11.91621,10.44004,10.01027,12.91679,10.38436,8.514334,13.65924,13.46555,12.24149,9.177573,8.872336,8.279398,9.865975,9.589149,8.860752,12.18766,10.885,10.83162,8.052941,7.012397,4.689068,12.52719,10.31147,8.125526,14.68852,10.34558,8.652701,19.74645,16.51365,12.9963,15.1982,12.89324,9.941197,8.225435,8.453588,8.35326,13.92442,10.57105,8.959852,8.89308,7.083939,6.975619,9.905016,8.762556,7.578984,9.752475,8.168077,7.868116,02/01/2012 23:00:00
263016,10.7897,11.04966,9.943349,12.30837,11.12311,9.68848,9.443255,8.969391,8.597437,9.773269,8.946736,8.551828,10.71573,10.27499,9.012193,12.84062,11.68476,11.37951,11.1178,10.7528,10.7028,9.742899,10.27797,8.306383,11.86835,10.38106,9.906464,13.22534,10.45628,8.234179,13.51628,13.74971,12.59993,8.939449,8.604237,7.942079,9.646732,9.278811,8.457387,12.46808,11.24025,11.26905,8.475458,7.247831,4.747102,13.11792,10.90868,8.399182,15.33748,10.49585,8.780953,19.206,16.24138,12.88589,15.86475,13.28173,10.17758,7.916384,8.01721,8.066966,13.92759,10.64499,8.989071,9.080921,7.167651,7.010366,9.915782,8.812907,7.623669,9.668606,8.199288,7.951508,03/01/2012 00:00:00
263017,11.01193,11.39293,10.24894,12.49887,11.35407,9.821114,9.679491,9.209119,8.805165,9.970012,9.002957,8.446931,10.96688,10.49352,9.280094,13.40796,12.10818,11.79642,11.2535,11.32815,10.92911,10.05539,9.890521,8.05108,11.78962,10.3097,9.78708,13.74472,10.67906,7.908858,13.26396,14.17879,13.24672,8.796203,8.288153,7.592972,9.273462,8.921501,8.024765,12.57263,11.54924,11.55887,9.041499,7.508201,4.833143,13.47414,11.53663,8.75293,15.67607,10.70047,8.994935,18.77539,15.99843,12.7557,16.46297,13.63711,10.3932,7.619934,7.619386,7.814777,14.02212,10.61306,9.037304,9.291028,7.270318,6.978812,10.03394,8.994492,7.795147,9.49702,8.427792,8.093302,03/01/2012 01:00:00
263018,11.50463,11.82773,10.63452,12.84158,11.51171,10.14331,9.979208,9.552344,9.061311,10.15138,9.115026,8.388678,11.27629,10.71719,9.433305,13.5389,12.31783,11.95162,11.37206,11.66277,11.11938,10.04565,9.465031,7.96845,11.66809,10.20662,9.637914,14.2769,11.12939,7.803663,13.33372,14.84945,14.18909,8.554184,8.038804,7.335501,8.95107,8.467654,7.593224,12.48266,11.84524,11.70306,9.692854,7.672275,4.93552,13.79589,11.91622,8.954931,15.78104,10.96015,9.214347,18.63298,15.78968,12.58929,16.57992,13.80255,10.40757,7.570594,7.380875,7.663703,14.0724,10.53489,9.080306,9.470724,7.339926,6.863458,10.11666,9.204501,7.991834,9.409546,8.806316,8.347836,03/01/2012 02:00:00
263019,12.27044,12.31131,11.02341,13.24296,11.72563,10.58977,10.1252,9.791616,9.225922,10.27609,9.104017,8.268871,11.59514,11.03938,9.655345,13.62692,12.33127,11.82166,11.45678,11.50244,11.11944,9.87644,9.002918,7.956996,11.52929,10.06491,9.474964,14.79296,11.73362,8.051857,13.8598,15.80668,15.54151,8.456236,7.926404,7.280566,8.489971,8.00364,7.25993,12.81332,12.35517,11.9996,10.26365,7.710251,5.146949,14.08627,12.06192,9.059907,15.71054,11.24392,9.362188,18.46636,15.61514,12.36896,16.2064,13.77568,10.16256,7.719054,7.291165,7.67033,14.18392,10.48015,9.050157,9.777232,7.408769,6.676044,10.157,9.346945,8.046808,9.457415,9.095579,8.672147,03/01/2012 03:00:00
263020,13.18098,12.96403,11.72217,13.52312,11.94555,10.96399,10.17805,9.921216,9.287469,10.36851,9.00474,8.105489,12.01727,11.48943,9.967028,13.9715,12.46248,11.76452,11.44949,11.40275,11.09842,9.74721,8.650497,8.022801,11.33428,9.909752,9.332087,15.27664,12.31848,8.497038,14.47009,16.91823,17.0343,8.45372,7.975014,7.402845,8.021561,7.601263,6.991887,13.88138,12.85343,12.56147,10.55159,7.70791,5.528496,14.34925,12.04567,9.173795,15.54672,11.50902,9.47884,18.33542,15.51647,12.1604,15.79632,13.56281,9.938182,7.882505,7.39774,7.804733,14.33889,10.4087,8.974016,10.15809,7.500434,6.460217,10.18304,9.361888,7.97684,9.569445,9.229519,8.789531,03/01/2012 04:00:00
